activity_id,queue_id,comment_idx,comment_urn,is_reply,author,author_headline,relative_time,comment_text,link_count,links_json
7452612214328537088,LI-LOGIN-004,4,"urn:li:comment:(ugcPost:7451577180242972672,7452675836769472512)",false,Mariyan Matakiev,Head of Analytics CEE at Experian,4w,"Denis Burakov eh your graphs are better than mine (the explanation is also more detailed), but it was long ago, this one. Thanks for sharing important topics with a wide audience as always.",1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7452612214328537088,LI-LOGIN-004,5,"urn:li:comment:(ugcPost:7451577180242972672,7452628722584576001)",false,Victor M.,Director of AI and Risk,4w,Solano Jacon,1,"[{""href"": ""https://www.linkedin.com/in/solanojacon/"", ""text"": ""Solano Jacon""}]"
7449713105552482304,LI-LOGIN-005,1,"urn:li:comment:(ugcPost:7449075050269265920,7449857744989286400)",false,Matthew Freeman,AI Decision Support Analytics for Retail Credit Portfolios (supported by deep rooted modelling industry knowledge),1mo,"I’d call that a model fine-tune but not limited to to a single characteristic, thus ‘fixing’ any misalignment to the score-odds relationship and adjust the score-odds relationships (quicker that a full re-dev and extends the models’ life, addresses some drift or decay issues)",0,[]
7449713105552482304,LI-LOGIN-005,2,"urn:li:comment:(ugcPost:7449075050269265920,7449879828029181952)",false,"Abhishek Sahu, CFA, CQF","Risk Manager @ Amazon | Ex- HSBC, Axis, CARS24",1mo,How should one decide whether drift is localised enough for WOE recalibration vs requiring full redevelopment?,0,[]
7449713105552482304,LI-LOGIN-005,3,"urn:li:comment:(ugcPost:7449075050269265920,7456379981531742208)",false,Richard Knight,Senior Risk Manager / Men's mental health advocate,2w,"Andrea Coimbra, MSc Cian Murray-McCallion",2,"[{""href"": ""https://www.linkedin.com/in/andreapcoimbra/"", ""text"": ""Andrea Coimbra, MSc""}, {""href"": ""https://www.linkedin.com/in/cian-murray-mccallion-b6652a22b/"", ""text"": ""Cian Murray-McCallion""}]"
7439581405879103488,LI-LOGIN-006,1,"urn:li:comment:(ugcPost:7433923047423778816,7439661289955586048)",false,Maria Ambrosio,"QUANT, RISK MANAGEMENT, ASSET & LIABILITY MANAGEMENT, AML MONITORING RISK",2mo,Thanks for sharing !,0,[]
7437407111698984960,LI-LOGIN-007,1,"urn:li:comment:(activity:7437407111698984960,7437424092313509889)",false,Carlos Ortiz Gomez,Head of Analytics @ RappiCard,2mo,"I have my copy and have been really enjoying it as I read through it, Denis. One thing that resonates strongly is the long-standing tension between the risk mindset that has traditionally governed credit decisioning and the algorithmic mindset brought by modern ML practitioners. Too often those perspectives approach the same problems from very different assumptions. What I appreciate about your work is how it reconnects these worlds by grounding modern methods in their historical lineage while also sketching a thoughtful path forward for the evolution of credit risk in the age of AI. A valuable contribution to the field. Congratulations on publishing it.",0,[]
7437407111698984960,LI-LOGIN-007,2,"urn:li:comment:(activity:7437407111698984960,7437425991557488640)",true,Denis Burakov,Risk Modeling | Data Science on AWS | ML Engineering,2mo,"Carlos, thank you for the kind words! That tension between the two mindsets is exactly what motivated the book, and it's encouraging to hear it comes through clearly.",1,"[{""href"": ""https://www.linkedin.com/in/orgoca/"", ""text"": ""Carlos""}]"
7437407111698984960,LI-LOGIN-007,3,"urn:li:comment:(activity:7437407111698984960,7437653206391934976)",false,Paul Edwards,"Senior Director, Data Science | Wealthsimple",2mo,I just got the paper copy! Love it!,0,[]
7437407111698984960,LI-LOGIN-007,4,"urn:li:comment:(activity:7437407111698984960,7437563295366094848)",false,Falguni Chattopadhyay,Vice President consulting,2mo,"Thanks Denis ,now available in Kindle version.",0,[]
7436682459037089793,LI-LOGIN-008,1,"urn:li:comment:(ugcPost:7436413653215571968,7436723901616930816)",false,Andrija Djurovic,Risk Advisory,2mo,"Very nice Denis Burakov :) I did some research on the same topic, and what I find most challenging is maintaining the monotonicity constraint in a setup where both main effects and interactions are considered. I found that considering only interactions (along with some additional adjustments to the standard tree-based approach) provides a better balance between the common expectation of monotonicity and the overall improvement of the PD model. I implemented these approaches in my PDtoolkit R package. In my opinion, the benefits of this approach extend beyond improvements in discriminatory power. Even though this is usually considered for PD models, I find it even more important for LGD and EAD models, where practitioners often struggle with the risk factor selection process and achieving sufficient discriminatory power.",1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7436682459037089793,LI-LOGIN-008,2,"urn:li:comment:(ugcPost:7436413653215571968,7436733252142288896)",true,Denis Burakov,Risk Modeling | Data Science on AWS | ML Engineering,2mo,"Hi Andrija, your approach of interactions-only is an elegant way to sidestep this. I'll check out PDtoolkit, looks like you've thought through this more carefully than the standard tree featurization literature.",1,"[{""href"": ""https://www.linkedin.com/in/andrija-djurovic/"", ""text"": ""Andrija""}]"
7436682459037089793,LI-LOGIN-008,3,"urn:li:comment:(ugcPost:7436413653215571968,7436711693029736448)",false,"Rafael Matos, MSc.",Credit Risk Modeling | IFRS 9 | Basel | Cost of Credit | Quantitative Finance | Retail Banking | Machine Learning | Data Science | Complex Systems MSc.,2mo,Denis Burakov Thanks for sharing. This interesting approach is a variation of the RuleFit algorithm (https://arxiv.org/abs/0811.1679). The R package xrf is an implementation (https://cran.r-project.org/package=xrf).,3,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}, {""href"": ""https://arxiv.org/abs/0811.1679"", ""text"": ""https://arxiv.org/abs/0811.1679""}, {""href"": ""https://cran.r-project.org/package=xrf"", ""text"": ""https://cran.r-project.org/package=xrf""}]"
7436682459037089793,LI-LOGIN-008,4,"urn:li:comment:(ugcPost:7436413653215571968,7436733589393707008)",true,Denis Burakov,Risk Modeling | Data Science on AWS | ML Engineering,2mo,"Rafael, yes, very much in the same family, the key difference here is the WOE encoding of leaves rather than binary rule indicators, which gives the scorecard interpretability layer. Will check out xrf!",1,"[{""href"": ""https://www.linkedin.com/in/rafaelmatosr/"", ""text"": ""Rafael""}]"
7436682459037089793,LI-LOGIN-008,5,"urn:li:comment:(ugcPost:7436413653215571968,7437598411828137984)",false,Luka Loncar,Vodeći analitičar za kvantitativno modeliranje,2mo,"Interesting idea, especially for very large datasets. However, in corporate models it would likely lead to overfitting. Leaf-based bins tend to capture very local patterns and can become unstable over time, which may result in PSI deterioration. I experimented with a similar approach but wasn’t able to use it in practice due to stability issues and the difficulty of maintaining monotonicity across time, as Andrija also mentioned.",0,[]
7436682459037089793,LI-LOGIN-008,6,"urn:li:comment:(ugcPost:7436413653215571968,7437601956547706881)",true,Denis Burakov,Risk Modeling | Data Science on AWS | ML Engineering,2mo,"Luka, true but also true for any tree-based model on smaller datasets. This approach is more for retail portfolios. Regarding bin stability, I can see why this is the case, but generally easier to monitor with this approach that with XGBoost/LightGBM/CatBoost type of model",1,"[{""href"": ""https://www.linkedin.com/in/luka-loncar-1205a75b/"", ""text"": ""Luka""}]"
7436682459037089793,LI-LOGIN-008,7,"urn:li:comment:(ugcPost:7436413653215571968,7437823872051212288)",true,Andrija Djurovic,Risk Advisory,2mo,"Luka Loncar Denis Burakov to a certain extent, I agree with the point about possible overfitting. However, the standard approach to developing decision trees can be adjusted to overcome this problem, or at least to make the tree more robust even with smaller samples. For instance, in my R PDtoolkit package I developed the decision.tree function, which uses a test of two proportions (one- or two-sided, depending on the selected monotonicity constraint in the splitting node) as the splitting criterion, along with several other adjustments to the standard tree-growing process. This does not solve all possible issues in small samples, but it can definitely be considered an improvement compared to standard methods. Additionally, model-based recursive partitioning methods can be considered in a similar way, as they allow the incorporation of other splitting criteria (model-based) within the same decision tree framework. I find all these approaches very interesting and worth investigating :)",2,"[{""href"": ""https://www.linkedin.com/in/luka-loncar-1205a75b/"", ""text"": ""Luka Loncar""}, {""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7436682459037089793,LI-LOGIN-008,8,"urn:li:comment:(ugcPost:7436413653215571968,7437891341759434752)",true,Luka Loncar,Vodeći analitičar za kvantitativno modeliranje,2mo,"Andrija Djurovic I explored the PDtoolkit package, there are so many gems inside. You cover so many different topics that it will take me years to cover them all. I have read all three books that you have written and they really helped me a lot, for which I am thankful :) Do you have a next book that you plan to write? I would be very much interested in exploring new feature engineering techniques and calibration methods in greater detail. Denis Burakov Looking forward reading over the summer Scoring Foundations in the Age of AI :)",2,"[{""href"": ""https://www.linkedin.com/in/andrija-djurovic/"", ""text"": ""Andrija Djurovic""}, {""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7436682459037089793,LI-LOGIN-008,9,"urn:li:comment:(ugcPost:7436413653215571968,7438116497300029440)",false,Raymond Anderson,Credit scoring specialist and author - Rayan Risk Analytics,2mo,"Most interactions involve features with the greatest relationship with the target variable. You can also apply a piecewise approach, i.e. have multiple variables per feature/characteristic, to address most interactions. Each feature will have minimum two variables, one each for positive and negative WOEs (monotonicity maintained). Inclusion varies by relevance within the training sample's risk range. I presented a paper at the Edinburgh Credit Scoring Conference about this 10 years ago. https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf Unfortunately, it took a lot of work to figure out how to do the transformations and manage the whole process, but I proved that at least for my example that there were benefits. I used it subsequently, and found that the resulting models, after iterations, made much more sense.",1,"[{""href"": ""https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf"", ""text"": ""https://cer.business-school.ed.ac.uk/wp-content/uploads/sites/55/2017/02/Piecewise-Logistic-Regression-an-Application-in-Credit-Scoring-Raymond-Anderson.pdf""}]"
7436682459037089793,LI-LOGIN-008,10,"urn:li:comment:(ugcPost:7436413653215571968,7438505967639486464)",true,Raymond Anderson,Credit scoring specialist and author - Rayan Risk Analytics,2mo,"As indicated in the paper, it provided a much more robust model in a situation where risk appetite reduced dramatically. I didn't have the same wealth of data in other situations but, as indicated, I found that the selected variables (pieces) made more sense. One example, was choosing volatility of the balance range for the higher-risk region, but volatility of credit range for lower-risk (I think I remember that correctly). That was a behavioural scoring model. Let me know your results if you do anything with it.",0,[]
7436682459037089793,LI-LOGIN-008,11,"urn:li:comment:(ugcPost:7436413653215571968,7437502855995027456)",false,Mohit D.,"Managing Director, Global Head of Consumer Credit Risk Modeling, Quantitative Analytics at Barclays | Credit Risk | AI / ML | Enterprise Risk | Basel, IFRS9, CCAR, CECL, Credit Decision expert |",2mo,What about performance comparison’within’ sample and at the margin? Total gini comparison does not provide much inference in these types of assessments. Similar question on point estimate precision.,0,[]
7436682459037089793,LI-LOGIN-008,12,"urn:li:comment:(ugcPost:7436413653215571968,7437597265256648704)",true,Mohit D.,"Managing Director, Global Head of Consumer Credit Risk Modeling, Quantitative Analytics at Barclays | Credit Risk | AI / ML | Enterprise Risk | Basel, IFRS9, CCAR, CECL, Credit Decision expert |",2mo,Denis Burakov very useful. Thank you.,1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7436682459037089793,LI-LOGIN-008,13,"urn:li:comment:(ugcPost:7436413653215571968,7436712959613149185)",false,Alana Zoloeva,"Senior Data Scientist | Quantitative Analyst | FinTech · ML · AI · DS · Optimization · Catboost · Python | UB, HSE graduate | EU work permit (Digital Nomad)",2mo,That's an interesting idea to use tree leaves as joint bins and capture interactions while keeping the scorecard interpretable. It’s impressive that the WOE logistic model stays so close to the XGBoost performance!,0,[]
7436682459037089793,LI-LOGIN-008,14,"urn:li:comment:(ugcPost:7436413653215571968,7437128942571933696)",false,Alan Braga Kon,Sr Data Scientist at Santander | USP MSc Student | Machine Learning | Causal Inference | Econometrics | Data Master Expert,2mo,Amazing!,0,[]
7436682459037089793,LI-LOGIN-008,15,"urn:li:comment:(ugcPost:7436413653215571968,7437155565916696576)",false,Richard Knight,Senior Risk Manager / Men's mental health advocate,2mo,"Andrea Coimbra, MSc ideas for the next development?",1,"[{""href"": ""https://www.linkedin.com/in/andreapcoimbra/"", ""text"": ""Andrea Coimbra, MSc""}]"
7435957418662207488,LI-LOGIN-009,1,"urn:li:comment:(activity:7435957418662207488,7436971983923236864)",false,Oleg Evdokimov,Chief Executive Officer,2mo,Congratulations! 👏🎉,0,[]
7434266280364498944,LI-LOGIN-011,1,"urn:li:comment:(activity:7434266280364498944,7434276364020805633)",false,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,2mo,A great resource for the credit risk community looking for modern take 👍,0,[]
7434266280364498944,LI-LOGIN-011,2,"urn:li:comment:(activity:7434266280364498944,7434266611936559105)",false,Agus Sudjianto,"A geek who can speak: Co-creator of PiML and MoDeVa, SVP Risk & Technology H2O.ai, former EVP-Head of Wells Fargo MRM",2mo,Congrats Denis!,1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis""}]"
7434266280364498944,LI-LOGIN-011,3,"urn:li:comment:(activity:7434266280364498944,7434538128054456320)",false,Naeem Siddiqi,Advisor | Credit Scoring | Climate Risk,2mo,This is a super interesting read. Its a statistics travelogue through history - the real story behind the numbers. Great job Denis Burakov,1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7434266280364498944,LI-LOGIN-011,4,"urn:li:comment:(activity:7434266280364498944,7434542244453576704)",false,Charina Krissel Tingson,Data Scientist || Score Modeller,2mo,Great reading material for modern credit risk practices!,0,[]
7434266280364498944,LI-LOGIN-011,5,"urn:li:comment:(activity:7434266280364498944,7434272909134794752)",false,Gulam Rabbi,"Social Media Marketing Expert | Facebook, Instagram & Multi-Platform Ads | Book Promotion Specialist",2mo,This is an insightful perspective on the foundations of credit scoring and machine learning. Congratulations on publishing this work.,0,[]
7434266280364498944,LI-LOGIN-011,6,"urn:li:comment:(activity:7434266280364498944,7434281165005684736)",false,Firas Zaier,MD| Physician | Public Health & Health Data Science | AI & Machine Learning in Healthcare | Epidemiology & Biostatistics,2mo,Congrats 👏 I literally asked for this months ago! Can't wait to read it,0,[]
7434266280364498944,LI-LOGIN-011,7,"urn:li:comment:(activity:7434266280364498944,7434273221526323201)",false,Yannick Matondo Kabwau,"Credit | Market Risk & ALM Models, Treasury, RM-FM Auditor",2mo,"Denis Burakov когда же ты мне все это научишь, в практике😀?",1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7434266280364498944,LI-LOGIN-011,8,"urn:li:comment:(activity:7434266280364498944,7434558665556164608)",false,Falguni Chattopadhyay,Vice President consulting,2mo,It's not available in Amazon India,0,[]
7434266280364498944,LI-LOGIN-011,9,"urn:li:comment:(activity:7434266280364498944,7435111343994601472)",false,Joshua Wander,"Managing Director - Credit Data, Analytics, and Modeling at Northwest Bancshares, Inc.",2mo,"I'll be checking this out, thank you.",0,[]
7434266280364498944,LI-LOGIN-011,10,"urn:li:comment:(activity:7434266280364498944,7437844967575699456)",false,Alex Diudiuk - MAU Vegas,"Curiosity, Concepts, Business",2mo,"Wonderful, Denis! Excited to read it.",0,[]
7431246513466609664,LI-LOGIN-012,1,"urn:li:comment:(ugcPost:7430762955266289664,7431277507573805056)",false,"Prof. Hernan Huwyler, MBA CPA CAIO","AI GRC Director & Professor 📌Driving Compliance, Risk & Responsible AI Governance for Multinationals 📌Cutting Incidents, 2x Faster Assessments, Boosting Risk ROI",2mo,"Kudos, Denis! Traditional credit scoring is increasingly being replaced by predictive risk models and more sophisticated contextual data labeling. Your tools, communication, and book are all incredibly relevant to modernizing this approach. I know how much work goes into publishing a book, and the insights are valuable for everyone. I’m sure sales will be very strong!",0,[]
7431246513466609664,LI-LOGIN-012,2,"urn:li:comment:(ugcPost:7430762955266289664,7431370496887189504)",false,Karel van der Walt,Director at MentalArrow (Pty) Ltd,2mo,"Richard C. van der Wath, PhD",1,"[{""href"": ""https://www.linkedin.com/in/dr-richard-van-der-wath/"", ""text"": ""Richard C. van der Wath, PhD""}]"
7431246513466609664,LI-LOGIN-012,3,"urn:li:comment:(ugcPost:7430762955266289664,7431370464121286656)",false,Karel van der Walt,Director at MentalArrow (Pty) Ltd,2mo,Pieter Viljoen Sr.,1,"[{""href"": ""https://www.linkedin.com/in/pieter-viljoen-sr-5074b3/"", ""text"": ""Pieter Viljoen Sr.""}]"
7431246513466609664,LI-LOGIN-012,4,"urn:li:comment:(ugcPost:7430762955266289664,7431342605831045120)",false,康思Konstantinos L.,Multilingual Sales & Channel Manager | China-Europe | MSc Finance | Client Relations | Mandarin | Greek | Spanish,2mo,Looks beautiful,0,[]
7431246513466609664,LI-LOGIN-012,5,"urn:li:comment:(ugcPost:7430762955266289664,7431941436079747072)",false,Domonkos F. Vamossy,Applied/Research Scientist,2mo,Congrats Denis!,0,[]
7431246513466609664,LI-LOGIN-012,6,"urn:li:comment:(ugcPost:7430762955266289664,7437526507733889024)",false,Edu Henrique Silveira,Economist | Data Scientist,2mo,João Rafael Alves,1,"[{""href"": ""https://www.linkedin.com/in/jrjoao/"", ""text"": ""João Rafael Alves""}]"
7431246513466609664,LI-LOGIN-012,7,"urn:li:comment:(ugcPost:7430762955266289664,7431346045978079232)",false,Naeem Siddiqi,Advisor | Credit Scoring | Climate Risk,2mo,This is great work.,0,[]
7431246513466609664,LI-LOGIN-012,8,"urn:li:comment:(ugcPost:7430762955266289664,7431634951822917632)",false,René Naarmann,Director,2mo,Looking forward to it!,0,[]
7431246513466609664,LI-LOGIN-012,9,"urn:li:comment:(ugcPost:7430762955266289664,7431844939216588801)",false,Oleg Evdokimov,Chief Executive Officer,2mo,Congratulations! 👏🎉,0,[]
7431246513466609664,LI-LOGIN-012,10,"urn:li:comment:(ugcPost:7430762955266289664,7431306893920464896)",false,Talha Qayyum,Credit Risk - Data Scientist | Risk Analytics Modeling | MarTech | Scorecarding | Machine Learning | Gen AI | Public Service | Mentor,2mo,Waoo awesome,0,[]
