scope,artifact,path,path_exists,claim_role
paper4_tables,paper4_v31_sample_path_design.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v31_sample_path_design.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v31_scale_convergence.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v31_scale_convergence.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v32_spo_candidate_comparison_v3.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v32_spo_candidate_comparison_v3.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v32_spo_dependency_blockers.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v32_spo_dependency_blockers.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v32_spo_isolated_env_plan.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v32_spo_isolated_env_plan.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v32_spo_temporal_oracle_regret_v3.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v32_spo_temporal_oracle_regret_v3.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v32_spo_training_report_v3.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v32_spo_training_report_v3.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v33_cvar_active_cap_diagnostics_v3.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v33_cvar_active_cap_diagnostics_v3.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v33_cvar_column_generation_log_v3.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v33_cvar_column_generation_log_v3.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v33_cvar_frontier_v3.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v33_cvar_frontier_v3.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v33_cvar_full_universe_feasibility_attempt.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v33_cvar_full_universe_feasibility_attempt.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v33_cvar_infeasibility_certificate_v3.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v33_cvar_infeasibility_certificate_v3.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v34_dla_adp_dynamic_summary_reaudit.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v34_dla_adp_dynamic_summary_reaudit.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v34_dla_adp_failure_memo.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v34_dla_adp_failure_memo.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v34_dla_case_studies.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v34_dla_case_studies.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v34_dla_redesign_options.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v34_dla_redesign_options.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v34_dla_state_transition_schema.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v34_dla_state_transition_schema.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v35_external_macro_context.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v35_external_macro_context.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v35_external_macro_source_registry.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v35_external_macro_source_registry.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v35_online_min_support_sensitivity.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v35_online_min_support_sensitivity.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v35_online_temporal_holdout.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v35_online_temporal_holdout.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v36_ifrs9_contractual_data_audit.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v36_ifrs9_contractual_data_audit.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v36_ifrs9_readiness_matrix.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v36_ifrs9_readiness_matrix.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v36_ifrs9_sicr_sensitivity_v3.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v36_ifrs9_sicr_sensitivity_v3.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v37_cate_gate_report.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v37_cate_gate_report.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v37_causal_identification_protocol.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v37_causal_identification_protocol.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v37_fairness_proxy_only_protocol.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v37_fairness_proxy_only_protocol.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v37_no_legal_claim_flags.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v37_no_legal_claim_flags.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v37_source_governance_appendix.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v37_source_governance_appendix.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_causal_high_rate_balance.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_causal_high_rate_balance.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_causal_high_rate_dossier.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_causal_high_rate_dossier.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_causal_high_rate_placebo.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_causal_high_rate_placebo.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_causal_high_rate_sensitivity.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_causal_high_rate_sensitivity.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_claim_artifact_matrix.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_claim_artifact_matrix.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_fairness_attribute_audit.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_fairness_attribute_audit.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_fairness_proxy_stress.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_fairness_proxy_stress.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_fairness_proxy_summary.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_fairness_proxy_summary.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_formal_cvar_lp_results.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_formal_cvar_lp_results.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_formal_cvar_lp_scenario_losses.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_formal_cvar_lp_scenario_losses.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_full_universe_all_policy_eval.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_full_universe_all_policy_eval.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_ifrs9_cashflow_policy_summary.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_ifrs9_cashflow_policy_summary.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_ifrs9_stage_transition_matrix.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_ifrs9_stage_transition_matrix.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_multiperiod_loan_level_summary.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_multiperiod_loan_level_summary.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_online_conformal_method_summary.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_online_conformal_method_summary.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_selector_governance_thresholds.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_selector_governance_thresholds.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v3_selector_results.csv,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_selector_results.csv,True,v31-v38 wave artifact
paper4_tables,paper4_v31_champion_vs_cvar_paired_paths.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v31_champion_vs_cvar_paired_paths.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v31_dynamic_policy_trace.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v31_dynamic_policy_trace.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v31_sample_paths.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v31_sample_paths.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v35_sample_paths_reaudit.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v35_sample_paths_reaudit.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v36_ifrs9_proxy_cashflow_panel_v2.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v36_ifrs9_proxy_cashflow_panel_v2.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_formal_cvar_lp_allocations.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_formal_cvar_lp_allocations.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_full_universe_all_policy_allocations.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_full_universe_all_policy_allocations.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_ifrs9_cashflow_loan_month_grid.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_ifrs9_cashflow_loan_month_grid.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_ifrs9_cashflow_transition_loan.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_ifrs9_cashflow_transition_loan.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_multiperiod_loan_level_decisions.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_multiperiod_loan_level_decisions.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_multiperiod_loan_level_state.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_multiperiod_loan_level_state.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_online_conformal_intervals.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_online_conformal_intervals.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_online_conformal_policy_month.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_online_conformal_policy_month.parquet,True,v31-v38 wave artifact
paper4_tables,paper4_v3_online_conformal_source_month.parquet,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/tables/paper4_v3_online_conformal_source_month.parquet,True,v31-v38 wave artifact
paper4_status,paper4_v30_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v30_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v30_working_champion.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v30_working_champion.json,True,v31-v38 wave artifact
paper4_status,paper4_v31_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v31_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v32_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v32_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v33_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v33_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v34_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v34_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v35_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v35_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v36_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v36_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v37_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v37_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v3_deepening_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v3_deepening_status.json,True,v31-v38 wave artifact
paper4_status,paper4_v3_full_universe_all_policy_status.json,/home/eigenlinux/projects/lending-club-risk-project/reports/paper_material/paper4/status/paper4_v3_full_universe_all_policy_status.json,True,v31-v38 wave artifact
global_tables,global_v38_academic_contribution_map.csv,reports/paper_material/global/tables/global_v38_academic_contribution_map.csv,True,v31-v38 wave artifact
global_tables,global_v38_artifact_inventory.csv,reports/paper_material/global/tables/global_v38_artifact_inventory.csv,True,v31-v38 wave artifact
global_tables,global_v38_claim_boundaries.csv,reports/paper_material/global/tables/global_v38_claim_boundaries.csv,True,v31-v38 wave artifact
global_tables,global_v38_execution_wave_status.csv,reports/paper_material/global/tables/global_v38_execution_wave_status.csv,True,v31-v38 wave artifact
global_tables,global_v38_paper1_champion_state.csv,reports/paper_material/global/tables/global_v38_paper1_champion_state.csv,True,v31-v38 wave artifact
global_tables,global_v38_paper1_coherence_report.csv,reports/paper_material/global/tables/global_v38_paper1_coherence_report.csv,True,v31-v38 wave artifact
global_tables,global_v38_promotion_decisions.csv,reports/paper_material/global/tables/global_v38_promotion_decisions.csv,True,v31-v38 wave artifact
global_tables,global_v38_publishability_triage.csv,reports/paper_material/global/tables/global_v38_publishability_triage.csv,True,v31-v38 wave artifact
global_tables,global_v38_runnable_blockers.csv,reports/paper_material/global/tables/global_v38_runnable_blockers.csv,True,v31-v38 wave artifact
