activity_id,queue_id,comment_idx,comment_urn,is_reply,author,author_headline,relative_time,comment_text,link_count,links_json
7464473809778212864,ANDRIJA-LOGIN-006,9,"urn:li:comment:(activity:7464473809778212864,7464524539637424129)",true,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,13h,"TERRY Chaw ""Perfect""",1,"[{""href"": ""https://www.linkedin.com/in/terry-chaw-03890239/"", ""text"": ""TERRY Chaw""}]"
7464473809778212864,ANDRIJA-LOGIN-006,10,"urn:li:comment:(activity:7464473809778212864,7464507269922070528)",false,Hui Wen Woo 胡蕙雯,recruiter and human at Binoculer,14h,"Nothing says Asian household more than a sliced orange that tastes faintly like garlic... 🤣 Gabriel Ryan, FRM",1,"[{""href"": ""https://www.linkedin.com/in/gabriel-ryan-frm-ba304915/"", ""text"": ""Gabriel Ryan, FRM""}]"
7464473809778212864,ANDRIJA-LOGIN-006,11,"urn:li:comment:(activity:7464473809778212864,7464524456099479552)",true,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,13h,"Hui Wen Woo 胡蕙雯 Totally. Both used extensively in Asian households haha. No garlic, no bak kut teh 😂",1,"[{""href"": ""https://www.linkedin.com/in/woohuiwen/"", ""text"": ""Hui Wen Woo 胡蕙雯""}]"
7464473809778212864,ANDRIJA-LOGIN-006,12,"urn:li:comment:(activity:7464473809778212864,7464508471787462656)",false,Flame Rozario,🏆 Top 100 AI Creators | AI x Marketing⚡| ACLP Certified | Digital Marketing Trainer | Building Weird AI Stuff in Public,14h,I dunno... Don't think the garlic belongs together with the orange. 😂,0,[]
7464473809778212864,ANDRIJA-LOGIN-006,13,"urn:li:comment:(activity:7464473809778212864,7464661967580999683)",true,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,4h,William Sandoval Sounds awesome indeed. Sounds like a familiar dish at a Chinese wedding.,1,"[{""href"": ""https://www.linkedin.com/in/william-sandoval-b3b36a53/"", ""text"": ""William Sandoval""}]"
7464473809778212864,ANDRIJA-LOGIN-006,14,"urn:li:comment:(activity:7464473809778212864,7464480552105021441)",false,Ching-Hock Chua,"General Manager & Aviation Consultancy Leader, Changi Airports International | 18 Years Experience | Transforming Airports Worldwide | Your Friendly Neighbourhood Airport Man",16h,Gabriel This looks like a picture for innovation bahaha! Take A + B = C 😆,1,"[{""href"": ""https://www.linkedin.com/in/gabriel-ryan-frm-ba304915/"", ""text"": ""Gabriel""}]"
7464473809778212864,ANDRIJA-LOGIN-006,15,"urn:li:comment:(activity:7464473809778212864,7464481648391393280)",true,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,16h,Ching-Hock Chua Haha I am not sure if this innovation is appetizing 😂,1,"[{""href"": ""https://www.linkedin.com/in/ching-hock-chua/"", ""text"": ""Ching-Hock Chua""}]"
7464473809778212864,ANDRIJA-LOGIN-006,16,"urn:li:comment:(activity:7464473809778212864,7464474488576057345)",false,Lay Geok Yeo 🇸🇬,"Programme Developer bridging Finance, AI & Technology | Ex-Regulator: Banks & Payment Systems, SupTech & Regulatory Innovation | Adjunct Lecturer @NUS-AIDF | Dip. SCI (Life) | Licensed NLP practitioner",16h,Wow looks like my tummy will churn with this combination being digested,0,[]
7464473809778212864,ANDRIJA-LOGIN-006,17,"urn:li:comment:(activity:7464473809778212864,7464474985282113536)",true,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,16h,"Lay Geok Yeo 🇸🇬 Used separately, they are good. Together, perhaps some kind of soup. Or herbal soup lol.",1,"[{""href"": ""https://www.linkedin.com/in/laygeokyeo/"", ""text"": ""Lay Geok Yeo 🇸🇬""}]"
7464473809778212864,ANDRIJA-LOGIN-006,18,"urn:li:comment:(activity:7464473809778212864,7464528787259625473)",false,Suanne Lai 👻,Chief Happiness Officer,12h,"Gabriel Ryan, FRM I tried to fit in too :)",1,"[{""href"": ""https://www.linkedin.com/in/gabriel-ryan-frm-ba304915/"", ""text"": ""Gabriel Ryan, FRM""}]"
7464473809778212864,ANDRIJA-LOGIN-006,19,"urn:li:comment:(activity:7464473809778212864,7464661720230244353)",true,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,4h,"Suanne Lai 👻 Me too. We try and fail, and life goes on 💪",1,"[{""href"": ""https://www.linkedin.com/in/suannelai/"", ""text"": ""Suanne Lai 👻""}]"
7464473809778212864,ANDRIJA-LOGIN-006,20,"urn:li:comment:(activity:7464473809778212864,7464483534104129537)",false,"Eamon Doherty, DPT",I strive to make the numbers sing. Living harmoniously within the diaspora is critical too. Elegance is my standard in these pursuits.,15h,I really like this. Thank you.,0,[]
7464473809778212864,ANDRIJA-LOGIN-006,21,"urn:li:comment:(activity:7464473809778212864,7464493283092729856)",true,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,15h,"Eamon Doherty, DPT Thank you 🙂",1,"[{""href"": ""https://www.linkedin.com/in/eamon-doherty-dpt-4200815b/"", ""text"": ""Eamon Doherty, DPT""}]"
7464473809778212864,ANDRIJA-LOGIN-006,22,"urn:li:comment:(activity:7464473809778212864,7464579618210213888)",false,Asad Mumtaz,Data & Credit Risk Consultant for CDOs and CROs | From strategy to production: Credit risk and data systems for regulated organisations | 20 Years Across APAC & MENA,9h,"Not every mix needs to make sense on paper, sometimes it’s just about what feels right in the moment.",0,[]
7464473809778212864,ANDRIJA-LOGIN-006,23,"urn:li:comment:(activity:7464473809778212864,7464585719957692418)",false,Adam Michael Toctan,"Founder & Director @ HUSTLE | Driving results globally for brands & talent in the creative, digital, marketing and communications space. No drama. No gimmicks. Just results.",9h,"Don’t knock it, until you’ve tried it.",0,[]
7464473809778212864,ANDRIJA-LOGIN-006,24,"urn:li:comment:(activity:7464473809778212864,7464624562807341056)",true,Mario Z.,"brand storyteller of luxury hospitality spaces - creating compelling branding and identities for hotels, resorts and F&B concepts.",6h,Adam Michael Toctan I can tell you just got back from Bangkok 🤣,1,"[{""href"": ""https://www.linkedin.com/in/adammichaeltoctan/"", ""text"": ""Adam Michael Toctan""}]"
7464473809778212864,ANDRIJA-LOGIN-006,25,"urn:li:comment:(activity:7464473809778212864,7464522128864739328)",false,Anthony Khoe,"Private Wealth Management | Private Client Advisor | Equity Advisor, Broker-Dealer | Trusted by UHNW Clients Across Asia | 15+ Years Serving Asia’s Elite Investors | Digital Marketing",13h,Good one there..nice,0,[]
7464473809778212864,ANDRIJA-LOGIN-006,26,"urn:li:comment:(activity:7464473809778212864,7464685626869633025)",false,Dr. Rajendaran Vairavan,"Financial Risks Strategist | Helping Malaysian Professionals & Business Owners Protect Income, Grow Wealth, Fund Education & Retire Comfortably— Without Confusion | Licensed Financial Planner | Clarity Before Products",2h,"A light and refreshing reflection, Gabriel. Sometimes the simplest moments and small observations like this bring a bit of humour into an otherwise busy day. Love how everyday things can spark such relatable thoughts.",0,[]
7464417800288137216,ANDRIJA-LOGIN-007,1,"urn:li:comment:(activity:7464417800288137216,7464580164081946624)",false,Asad Mumtaz,Data & Credit Risk Consultant for CDOs and CROs | From strategy to production: Credit risk and data systems for regulated organisations | 20 Years Across APAC & MENA,9h,"AI is only as good as the data and infrastructure behind it. Without that foundation, even the best models struggle to deliver real value.",0,[]
7464417800288137216,ANDRIJA-LOGIN-007,2,"urn:li:comment:(activity:7464417800288137216,7464591790008885248)",false,Octavian Stoica,Senior Specialist Lead la Deloitte Romania,8h,"AI can't solve data problems and every project is short of people to work on data quality and correction problems. Moreover, no one likes these tasks and no company wants to invest sufficiently in that. My conclusion is that our AI will eventualy go dumb and if we blindly believe in it we will go the same way too.",0,[]
7464417800288137216,ANDRIJA-LOGIN-007,3,"urn:li:comment:(activity:7464417800288137216,7464564296870608896)",false,Jiri Nosal,"I don’t just evolve - I disrupt. With bold vision and curiosity, I turn unresolved challenges into opportunities. Every challenge is a chance to transform. There’s always a way - and I will find it.",10h,New AI era of this problem…AI will solve everything including data 🙈,0,[]
7464417800288137216,ANDRIJA-LOGIN-007,4,"urn:li:comment:(activity:7464417800288137216,7464446021008371712)",false,Dr. Fatih inan,Freelance Lecturer in Economics & Finance | Ex-CFO | Ex-Banking Leader,18h,That really is the case… 👌,0,[]
7464369310325702657,ANDRIJA-LOGIN-008,1,"urn:li:comment:(activity:7464369310325702657,7464369465208782848)",false,Sauran Sarbassov,Risk & Payments Data Scientist | Credit Risk (PD/LGD/EAD) | IFRS 9 | Transaction & Behavioral Data,23h,"Interesting paper mentioned in the post: “Statistical Hypothesis Testing for Information Value (IV)” https://arxiv.org/abs/2309.13183 One of the interesting aspects of the paper is not only the methodology itself, but the broader question it raises: Why did the industry rely on heuristic IV interpretation thresholds for so long, despite already having access to the underlying statistical foundations?",1,"[{""href"": ""https://arxiv.org/abs/2309.13183"", ""text"": ""https://arxiv.org/abs/2309.13183""}]"
7464369310325702657,ANDRIJA-LOGIN-008,2,"urn:li:comment:(activity:7464369310325702657,7464480146108952576)",false,"Gabriel Ryan, FRM",VP at DBS Bank (SG) - Risk & Data,16h,"I think few credit risk modelers understand the background of IV. A relative entropy measure in information theory. More specifically the KL Divergence on good bad combination. Another set of example is the KS test for discrimination. The commonly used threshold table is just ""industry practice"" in credit risk specifically. Notwithstanding there is a formal statistical KS test.",0,[]
7464369310325702657,ANDRIJA-LOGIN-008,3,"urn:li:comment:(activity:7464369310325702657,7464611000416337920)",true,Sauran Sarbassov,Risk & Payments Data Scientist | Credit Risk (PD/LGD/EAD) | IFRS 9 | Transaction & Behavioral Data,7h,"Gabriel Ryan, FRM Excellent example with KS. That’s actually a very similar phenomenon: a formally defined statistical concept gradually becoming operationalized into industry heuristics and threshold tables. At some point practitioners stop interacting with the underlying statistical object itself and mostly interact with inherited interpretation conventions. Now we just wait for someone to publish a similar paper for KS thresholds as well 🙂",1,"[{""href"": ""https://www.linkedin.com/in/gabriel-ryan-frm-ba304915/"", ""text"": ""Gabriel Ryan, FRM""}]"
7464369310325702657,ANDRIJA-LOGIN-008,4,"urn:li:comment:(activity:7464369310325702657,7464375619842146304)",false,Andrija Djurovic,Risk Advisory,23h,"Another example is the use of a 60% threshold for the Pearson correlation coefficient as a universal safeguard against multicollinearity across all models - PD, LGD, and EAD :)",0,[]
7464369310325702657,ANDRIJA-LOGIN-008,5,"urn:li:comment:(activity:7464369310325702657,7464377839220547586)",true,Sauran Sarbassov,Risk & Payments Data Scientist | Credit Risk (PD/LGD/EAD) | IFRS 9 | Transaction & Behavioral Data,22h,"Andrija Djurovic Exactly. VIF thresholds are another great example. 5? 10? Sometimes even 2.5 depending on the field. And then there is Cook’s distance, PSI cutoffs, correlation filters, “minimum bads per bin”, stability thresholds… A surprising amount of modeling practice still runs on inherited operational heuristics that became institutionalized over time.",1,"[{""href"": ""https://www.linkedin.com/in/andrija-djurovic/"", ""text"": ""Andrija Djurovic""}]"
7464369310325702657,ANDRIJA-LOGIN-008,6,"urn:li:comment:(activity:7464369310325702657,7464555908572848128)",false,Jagadeesha Gowda,Credit Risk|MLOps|Machine Learning | SQL | Python | ABC Score Card development|ECL,11h,IV which gives us the weight of x is monotonous relationship with Y (linearly relationship) higher the IV which 0.2-0.5 show perfect linearly related to y and parallel to IV there is another factor is my feature Gini which gives us how each features values are mixed in nature.. I have done one more work where I used same data and ran Logistics regression passing WOE values (features are selected based on the IV and Gini) and using same i ran Xgboost and plotted features importance matrix and i found features which are having high IV values showing top-10 features importance in Xgboost features important matrix,0,[]
7464369310325702657,ANDRIJA-LOGIN-008,7,"urn:li:comment:(activity:7464369310325702657,7464634708644069376)",false,Matthew Freeman,AI Decision Support Analytics for Retail Credit Portfolios (supported by deep rooted modelling industry knowledge),5h,"also depends on the overall predictive power of your data, some alternative data has lower IVs but can still produce a rank-ordering model other 'things' that dominate risk management, the be all and end all of the Gini Co-Efficient (it can be gamed)",0,[]
7464369310325702657,ANDRIJA-LOGIN-008,8,"urn:li:comment:(activity:7464369310325702657,7464643407026720768)",true,Sauran Sarbassov,Risk & Payments Data Scientist | Credit Risk (PD/LGD/EAD) | IFRS 9 | Transaction & Behavioral Data,5h,Matthew Freeman Today somehow turned into a day of professional flashbacks for me 🙂 Every second comment under this post reminds me of discussions I’ve seen throughout my career. Your point about Gini becoming the “be all and end all” metric immediately brought back several model validation debates I’ve participated in over the years. At some point metrics stop being diagnostics and gradually become targets themselves — and that can subtly distort the entire modeling process.,1,"[{""href"": ""https://www.linkedin.com/in/matthewwfreeman/"", ""text"": ""Matthew Freeman""}]"
7464369310325702657,ANDRIJA-LOGIN-008,9,"urn:li:comment:(activity:7464369310325702657,7464378545876647936)",false,Giancarlo Musto,Financial Risk & Analytical ERM @ Prometeia | Helping CEE Banks Make Better Decisions Through Advisory & Fintech | IRB · IFRS 9 · IRRBB,22h,"Nice paper, but in practice most modelers use the lower threshold as a first-pass filter rather than the full scale, with other criteria and expert judgment doing the rest from there. The uncertainty quantification around IV is the genuinely interesting part in my opinion. However, binning dependency remains an issue.",0,[]
7296422990588579840,ANDRIJA-LOGIN-011,1,"urn:li:comment:(ugcPost:7295841212136103940,7296425482416275456)",false,Andrija Djurovic,Risk Advisory,1y,More on model risk management and credit risk modeling can be found here: https://github.com/andrija-djurovic/adsfcr,1,"[{""href"": ""https://github.com/andrija-djurovic/adsfcr"", ""text"": ""https://github.com/andrija-djurovic/adsfcr""}]"
7296422990588579840,ANDRIJA-LOGIN-011,2,"urn:li:comment:(ugcPost:7295841212136103940,7296484101434359808)",false,Alexandru Din,Quant in Credit Risk at Deloitte,1y,"Very interesting research. Maybe the key is that you are using an aggregate or average measure of how many events occur in that bin, compared to non-events. If you switch from using actual outcomes to using the model’s predicted outcomes, changing which records count as events in each bin, this entire ratio can shift.",0,[]
7296422990588579840,ANDRIJA-LOGIN-011,3,"urn:li:comment:(ugcPost:7295841212136103940,7296486643631325185)",true,Andrija Djurovic,Risk Advisory,1y,"We used model predictions in each iteration. See, for instance, the graphs on slides 6 and 7.",0,[]
7296422990588579840,ANDRIJA-LOGIN-011,4,"urn:li:comment:(ugcPost:7295841212136103940,7296491034098724864)",true,Alexandru Din,Quant in Credit Risk at Deloitte,1y,Andrija Djurovic the differences in WoE estimates when refitting on the PD predicted from the model based on WoE may have to do with WoE not directly linear in the PD as WOE is linearly related to the log odds.,1,"[{""href"": ""https://www.linkedin.com/in/andrija-djurovic/"", ""text"": ""Andrija Djurovic""}]"
7296422990588579840,ANDRIJA-LOGIN-011,5,"urn:li:comment:(ugcPost:7295841212136103940,7296492115222487040)",true,Alan Forrest,Model Risk Professional,1y,"Alexandru-Costin Din Also to point out that this phenomenon appears even where binning is not an issue. Eg with a 3 level categorical factor, woe encoding is found to be unstable. The key to the phenomenon is the pre-processing to reduce degrees of freedom: even the simplest and most natural approach is unstable.",1,"[{""href"": ""https://www.linkedin.com/in/alexandrudin/"", ""text"": ""Alexandru-Costin Din""}]"
7296422990588579840,ANDRIJA-LOGIN-011,6,"urn:li:comment:(ugcPost:7295841212136103940,7296498929167163393)",true,Alexandru Din,Quant in Credit Risk at Deloitte,1y,"Alan Forrest I understand your point and find the research insightful. I would just dare to disagree on the rationale if I may. While it's true that WoE encoding reduces the degrees of freedom when comparing to dummy one-hot encoding, the instability in refitting is not caused by having fewer degrees of freedom but by the iterative recalculation of WoE from newly predicted outcomes, a WoE which is not linear with the predicted PD.",1,"[{""href"": ""https://www.linkedin.com/in/alan-forrest-8a2441b/"", ""text"": ""Alan Forrest""}]"
7296422990588579840,ANDRIJA-LOGIN-011,7,"urn:li:comment:(ugcPost:7295841212136103940,7296514400620859392)",true,Alan Forrest,Model Risk Professional,1y,Alexandru-Costin Din I agree indeed nonlinearity contributes to this phenomenon. But I do think degree of freedom is crucial; when you apply a dummy variable approach (no loss of df) this instability does not occur.,1,"[{""href"": ""https://www.linkedin.com/in/alexandrudin/"", ""text"": ""Alexandru-Costin Din""}]"
7296422990588579840,ANDRIJA-LOGIN-011,8,"urn:li:comment:(ugcPost:7295841212136103940,7296431657316732928)",false,Anton Treialt,Risk Management | Leveraging AI,1y,"Having less precise model is kind of obvious compared to dummy encoding, because the weights of bins are fixed during multivariate analysis and cannot be optimised. In her book Credit Scoring book Elizabeth Mays places ""binning variables based on their bivariate relationship to the outcome variable"" into ten mistakes to avoid. My intuition is that if we would be able to quantify all sources of model risk for a given model then the contribution of WoE encoding (assuming sufficient granularity, that you have found the behaviour of individual bins acceptable, etc.) would be marginal compared to the rest. That said some people recode the WoE bins during multivariate analysis to avoid this issue. In the past I have tested both approaches a few times and found no difference in out-of-time results.",0,[]
7296422990588579840,ANDRIJA-LOGIN-011,9,"urn:li:comment:(ugcPost:7295841212136103940,7296440176887685120)",true,Andrija Djurovic,Risk Advisory,1y,"Anton Treialt I don’t think the phenomenon we presented is related to optimizing the binning process as long as WoE is calculated based on the observed target. Even if we optimize binning within a multivariate analysis, the model won’t replicate in a perfect outcome.",1,"[{""href"": ""https://www.linkedin.com/in/anton-treialt-863ba5a/"", ""text"": ""Anton Treialt""}]"
7296422990588579840,ANDRIJA-LOGIN-011,10,"urn:li:comment:(ugcPost:7295841212136103940,7296511568358395904)",false,Alexey Gavrilyuk,"Credit Risk Manager | 15+ years in banking | Driving Banking Resilience | PD, LGD, EAD | Basel IV & IFRS 9 | Data-Driven Risk Strategy",1y,"Alan Forrest, Andrija Djurovic Thank you for the interesting research. A small question. On the fourth slide you show 2 tables with WOE values ​​that are different. At the same time, the bin boundaries are the same. If you use the same data sets (the number of good and bad is the same), then you should have the same WOE values. Could you write how you calculated WOE on slide 4?",2,"[{""href"": ""https://www.linkedin.com/in/alan-forrest-8a2441b/"", ""text"": ""Alan Forrest""}, {""href"": ""https://www.linkedin.com/in/andrija-djurovic/"", ""text"": ""Andrija Djurovic""}]"
7296422990588579840,ANDRIJA-LOGIN-011,11,"urn:li:comment:(ugcPost:7295841212136103940,7296513523793231872)",true,Alan Forrest,Model Risk Professional,1y,"Alexey Gavrilyuk many thanks for your note which pins down the critical point. The second model is not built on the same dataset as the first; it is built on the dataset predicted by the first model. To emphasise again- this is not about binning, but about having to build a replacement model even if the first model predicts perfectly.",1,"[{""href"": ""https://www.linkedin.com/in/alexey-gavrilyuk-8a60a685/"", ""text"": ""Alexey Gavrilyuk""}]"
7296422990588579840,ANDRIJA-LOGIN-011,12,"urn:li:comment:(ugcPost:7295841212136103940,7296467558491148288)",false,Alan Forrest,Model Risk Professional,1y,Andrija Djurovic many thanks again for our enjoyable collaboration on a technical and interesting topic. First time readers - be alert. This is not about the accuracy of woe under data drift or other obvious points about the trade off between degrees of freedom and accuracy. It is about seeing your predictions come perfectly true but your model needs to be changed. If this comment means you read our presentation a second time then it has done its job.,1,"[{""href"": ""https://www.linkedin.com/in/andrija-djurovic/"", ""text"": ""Andrija Djurovic""}]"
7296422990588579840,ANDRIJA-LOGIN-011,13,"urn:li:comment:(ugcPost:7295841212136103940,7299770268367876096)",false,Jakob Lavröd,Senior Quantitative Risk Analyst at Handelsbanken - Quantifying whatever risks tomorrow will bring,1y,"Thank you for the interesting material. I struggle somewhat to understand why the WoE changes when predicting new data. The way I am used to use the WoE transform is that it is fixed by the training data, so it does not change when doing predictions. Or do I misunderstand something? In general, some of the WoE instability can be alleviated by using an ensamble model instead which replaces the WoE discrete values with a continuous curve as the result of training multiple models on the same data, which also then stabilizes the outcome somewhat.",0,[]
7296422990588579840,ANDRIJA-LOGIN-011,14,"urn:li:comment:(ugcPost:7295841212136103940,7299776647191232512)",true,Alan Forrest,Model Risk Professional,1y,"Jakob Lavröd also to add about ensembles. Yes I think this phenomenon would be softened by averaging out small variations in model design. Interestingly, the example can be iterated (use the second model's prediction to fit a third model etc) and that iteration sequence will converge (KL metric) to a model that is stable under woe method. Perhaps that limit should be the preferred model?",1,"[{""href"": ""https://www.linkedin.com/in/jakob-lavrod/"", ""text"": ""Jakob Lavröd""}]"
7296422990588579840,ANDRIJA-LOGIN-011,15,"urn:li:comment:(ugcPost:7295841212136103940,7296443688371576833)",false,Evgenij Zavodnik,"Retired banker, risk analyst, Ph.D.",1y,Very informative,0,[]
7296422990588579840,ANDRIJA-LOGIN-011,16,"urn:li:comment:(ugcPost:7295841212136103940,7298350632862666753)",false,Helen McNab,Principal ScorePlus,1y,Very helpful,0,[]
7296422990588579840,ANDRIJA-LOGIN-011,17,"urn:li:comment:(ugcPost:7295841212136103940,7303523284854214657)",false,Mariyan Matakiev,Head of Analytics CEE at Experian,1y,"I find these results quite logical given the fact that through WoE you force the univariate relationship of LN GB odds to points assigned while dummy variables approach lets the model optimize coefficients in the multivariable set up. With WoE you force more intervals/ variables into the model at the expense of accuracy, in the dummy approach you are accurate in your prediction for dummy =1 segments that enter the model but you are still not accurate for the ones that don't enter the model. I find usefulness in WoE where you want to get to a model quickly (e.g. you have many variables, you don't want to remove highly correlated before you build a model, you don't want to play with the classing, etc.) or you are struggling with granularity. Nevertheless dummy variables remains the more robust approach.",0,[]
7296422990588579840,ANDRIJA-LOGIN-011,18,"urn:li:comment:(ugcPost:7295841212136103940,7297004292501069824)",false,J. Eleandro Custódio,Credit Risk | Collections | ex-McKinsey | MSc. in AI/NLP @ USP | Data Science,1y,"Woe can be stable if you pick up/ stable categories in the training set. Second the woe might not be stable because the true effect what not captured. Eg. The model is using ranges of age but the volatility is coming from occupation, which was not included. It included it would capture the effect.",0,[]
7296422990588579840,ANDRIJA-LOGIN-011,19,"urn:li:comment:(ugcPost:7295841212136103940,7297021265020616704)",true,Alan Forrest,Model Risk Professional,1y,"J. Eleandro Custódio Thank you for your note and points about categorisation / binning and about specification errors. In fact this phenomenon happens even if the you have stable categories. It can happen even in the simplest case of 3 level categories encoded as woe. It is not really about binning, although the examples in the presentation explore that dimension. And your second point is good. The instability is strengthened when the model fails to pick up significant interactions or has other specification gaps. As such specification weakness is almost always present in practice, the woe instability remains a general problem.",1,"[{""href"": ""https://www.linkedin.com/in/jeleandro/"", ""text"": ""J. Eleandro Custódio""}]"
7458765378664427520,ANDRIJA-LOGIN-012,1,"urn:li:comment:(ugcPost:7457414557372780545,7458777823059628032)",false,Andrija Djurovic,Risk Advisory,2w,"Denis Burakov Luka Loncar you might find something interesting in this presentation, as we recently had a discussion on the same topic.",2,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}, {""href"": ""https://www.linkedin.com/in/luka-loncar-1205a75b/"", ""text"": ""Luka Loncar""}]"
7458765378664427520,ANDRIJA-LOGIN-012,2,"urn:li:comment:(ugcPost:7457414557372780545,7462382021185687552)",false,Charlin DJIOKO,Quantitative Analyst & Data Scientist | Open to full-time opportunities,6d,"Great approach! One open question though: how do we select which features to feed into the tree? This got me thinking, what if we ran the tree on the working response residuals, using variables that showed some univariate signal but couldn't enter the final model? The tree would then capture what the model left unexplained.",0,[]
7458765378664427520,ANDRIJA-LOGIN-012,3,"urn:li:comment:(ugcPost:7457414557372780545,7462395580108115968)",true,Andrija Djurovic,Risk Advisory,6d,"Charlin DJIOKO thanks for your comment. I agree that the idea of using residuals is good. However, I find that approach somewhat tricky when it is necessary to control for the expected relationship (monotonicity), at least at the splitting node level. On the other hand, I use this approach for model validation purposes, with the aim of identifying segments where the PD model over- or underestimates the default rate, as well as for the possible identification of omitted risk factors. The same idea can be further developed by considering different types of residuals, for instance. If you are interested, you can check the segment.vld function from my PDtoolkit R package. https://cran.r-project.org/web/packages/PDtoolkit/PDtoolkit.pdf",2,"[{""href"": ""https://www.linkedin.com/in/charlin-djioko-1458ab269/"", ""text"": ""Charlin DJIOKO""}, {""href"": ""https://cran.r-project.org/web/packages/PDtoolkit/PDtoolkit.pdf"", ""text"": ""https://cran.r-project.org/web/packages/PDtoolkit/PDtoolkit.pdf""}]"
