path_id,macro_regime_v15,base_default_multiplier,base_lgd_multiplier,base_prepay_multiplier,vintage_amplitude,calibration_scope
79,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
80,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
81,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
82,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
83,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
84,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
85,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
86,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
87,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
88,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
89,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
90,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
91,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
92,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
93,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
94,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
95,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
96,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
97,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
98,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
99,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
100,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
101,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
102,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
103,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
104,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
105,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
106,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
107,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
108,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
109,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
110,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
111,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
112,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
113,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
114,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
115,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
116,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
117,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
118,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
119,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
120,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
121,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
122,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
123,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
124,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
125,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
126,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
127,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
128,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
129,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
130,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
131,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
132,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
133,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
134,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
135,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
136,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
137,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
138,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
139,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
140,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
141,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
142,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
143,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
144,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
145,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
146,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
147,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
148,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
149,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
150,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
151,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
152,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
153,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
154,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
155,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
156,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
157,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
158,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
159,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
160,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
161,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
162,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
163,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
164,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
165,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
166,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
167,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
168,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
169,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
170,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
171,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
172,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
173,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
174,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
175,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
176,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
177,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
178,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
179,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
180,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
181,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
182,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
183,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
184,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
185,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
186,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
187,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
188,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
189,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
190,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
191,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
192,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
193,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
194,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
195,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
196,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
197,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
198,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
199,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
200,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
201,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
202,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
203,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
204,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
205,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
206,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
207,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
208,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
209,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
210,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
211,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
212,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
213,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
214,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
215,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
216,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
217,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
218,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
219,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
220,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
221,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
222,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
223,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
224,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
225,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
226,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
227,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
228,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
229,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
230,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
231,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
232,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
233,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
234,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
235,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
236,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
237,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
238,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
239,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
240,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
241,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
242,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
243,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
244,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
245,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
246,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
247,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
248,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
249,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
250,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
251,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
252,baseline_internal,1.0,1.0,1.0,0.0,internal_calibration_not_external_forecast
253,mild_stress_internal,1.15,1.08,0.92,0.25,internal_calibration_not_external_forecast
254,macro_stress_internal,1.45,1.22,0.8,0.55,internal_calibration_not_external_forecast
255,vintage_stress_internal,1.25,1.15,0.86,0.75,internal_calibration_not_external_forecast
