policy_id,source_id,loans,exposure,avg_pd,avg_width,avg_weak_source,source_family,support_gate_pass_v21,coverage_claim_scope_v21
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,C,99,258775.0,0.17225753643484254,0.7772509045522642,0.3383838383838384,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,D,84,226636.367192535,0.3450851775560847,0.9232784631561414,0.5505952380952381,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,E,23,56500.588676782594,0.30535599460187185,0.8152616870401702,0.6521739130434783,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,F,17,22200.0,0.6751123530673708,0.8261480490753363,0.4117647058823529,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,G,9,9500.0,0.7554071478267612,0.8211835009473838,0.2777777777777778,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,A,411,630675.0,0.0712766155657135,0.8436816790555313,0.2962287104622871,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,B,191,265325.0,0.12751356722700646,0.8418264627979223,0.299738219895288,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,C,59,70400.0,0.18087787316265352,0.8293507889100515,0.3474576271186441,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,D,19,21650.0,0.19322502097343114,0.9351660414700941,0.5921052631578947,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,E,8,9600.0,0.20391076173032735,0.8105607783121993,0.625,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,F,1,1000.0,0.1839309243202601,0.7930607783121993,0.75,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,A,428,653850.0,0.07243095240991755,0.8436816790555313,0.2973130841121495,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,B,183,247425.0,0.12886073773132048,0.8420219773918155,0.29918032786885246,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,C,58,68400.0,0.1807405261183896,0.8299764787479457,0.34913793103448276,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,D,19,21650.0,0.19322502097343114,0.9351660414700941,0.5921052631578947,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,E,7,7100.0,0.20676502421747983,0.8130607783121994,0.6071428571428571,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,F,1,1000.0,0.1839309243202601,0.7930607783121993,0.75,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,A,382,580400.0,0.07019180848219776,0.8436816790555313,0.293848167539267,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,B,198,286125.0,0.12607480833543594,0.841892051251474,0.29545454545454547,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,C,62,77400.0,0.18075315154951804,0.8284112867963384,0.34274193548387094,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,D,21,25450.0,0.19378666501407815,0.9349655402169613,0.5952380952380952,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,E,12,28000.0,0.20723719570465218,0.8080607783121994,0.6458333333333334,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,F,1,1000.0,0.1839309243202601,0.7930607783121993,0.75,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,A,106,625776.8478778255,0.03915065874862537,0.6192645469470592,0.25,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,B,32,84900.0,0.09303357667559226,0.7278094990920007,0.265625,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,C,22,40800.0,0.15630182815975993,0.7556280189340328,0.3181818181818182,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,D,51,146700.0,0.480484878375506,0.9160740659605021,0.45098039215686275,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,E,42,82823.15212217446,0.5099521961555126,0.7995516063880733,0.4523809523809524,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,F,10,15000.0,0.6567833821925505,0.8021228683865326,0.35,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,G,4,4000.0,0.7288304444685298,0.7930607783121993,0.3125,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,A,82,449582.6174367733,0.038105297816548075,0.642051958815037,0.2530487804878049,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,B,46,115725.0,0.09175796471953049,0.7417208834580044,0.2717391304347826,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,C,53,127917.38256408273,0.16321677613238256,0.7773883531267197,0.33490566037735847,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,D,64,208375.0,0.4028400892468411,0.9231383909051158,0.51171875,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,E,33,79275.0,0.42025449104074447,0.8060749161929747,0.5378787878787878,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,F,11,15124.999999143942,0.6644003153281006,0.8049354056525022,0.36363636363636365,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,G,4,4000.0,0.7288304444685298,0.7930607783121993,0.3125,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,A,115,668100.000000786,0.03335353835960144,0.6750249646639231,0.25,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,D,33,64899.99999921395,0.6903281139920586,0.8820527310207915,0.3333333333333333,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,E,37,101000.0,0.6766754070601934,0.8209663314385658,0.35135135135135137,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,F,8,13000.0,0.7069830735364407,0.7993883909051158,0.28125,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,G,3,3000.0,0.7256416313897859,0.7930607783121993,0.25,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_audit_guarded,A,3,6500.0,0.09569534913586353,0.8311503416856492,0.25,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_audit_guarded,B,195,449925.0,0.1392705007529438,0.8090571586373558,0.28974358974358977,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_audit_guarded,C,198,524200.0,0.20130229891739795,0.7862019598495732,0.37626262626262624,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_balanced,A,2,4500.0,0.09789164063164817,0.8311503416856492,0.25,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_balanced,B,130,293575.0,0.13446070380154238,0.8276745986353414,0.2692307692307692,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_balanced,C,253,684575.0,0.1922640341623893,0.8110249356690277,0.3695652173913043,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_return_recovery,A,1,1500.0,0.09267741926538706,0.8311503416856492,0.25,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_return_recovery,B,104,217975.0,0.13173988541491763,0.8269906598768425,0.2644230769230769,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_return_recovery,C,290,761175.0,0.2008921333087017,0.8162679450523026,0.3612068965517241,original_grade,True,"source governance/composition proxy, not protected-class fairness"
v13_static_reference,D,1,20525.0,0.7014222158442932,0.55,0.5,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_static_reference,E,17,521950.0,0.7971127379871664,0.7745801075130534,0.4264705882352941,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_static_reference,F,11,350900.0,0.8931469646446923,0.7635866756767501,0.4772727272727273,original_grade,False,"source governance/composition proxy, not protected-class fairness"
v13_static_reference,G,3,83450.0,0.8548261071252697,0.8436816790555314,0.4166666666666667,original_grade,False,"source governance/composition proxy, not protected-class fairness"
paper1_economic_champion,2018H1,44,100138.90656453556,0.23017219836004923,0.55,0.33,period,True,"source governance/composition proxy, not protected-class fairness"
paper1_economic_champion,2018H2,95,268450.0,0.28193029932815167,0.55,0.33,period,True,"source governance/composition proxy, not protected-class fairness"
paper1_economic_champion,2019H1,96,292950.0,0.30801700014321604,0.55,0.33,period,True,"source governance/composition proxy, not protected-class fairness"
paper1_economic_champion,2019H2,76,260236.09343546443,0.30818527640775084,0.55,0.33,period,True,"source governance/composition proxy, not protected-class fairness"
paper1_economic_champion,2020,24,78225.0,0.21924065984582308,0.55,0.33,period,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018H1,64,172050.0,0.15372973981052512,0.69404360242676,0.375,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2018H2,110,315758.60614036565,0.21446008764039334,0.8397529912151687,0.425,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019H1,99,276241.39385963435,0.2541749105631598,0.8519239177962395,0.4595959595959596,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2019H2,54,170425.0,0.2275028388731835,0.8688130172148537,0.48148148148148145,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2020,23,65525.0,0.19308480351040902,0.8252840716800425,0.41304347826086957,period,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018H1,64,172050.0,0.15372973981052512,0.69404360242676,0.375,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2018H2,110,315758.60614036565,0.21446008764039334,0.8397529912151687,0.425,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019H1,99,276241.39385963435,0.2541749105631598,0.8519239177962395,0.4595959595959596,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2019H2,54,170425.0,0.2275028388731835,0.8688130172148537,0.48148148148148145,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2020,23,65525.0,0.19308480351040902,0.8252840716800425,0.41304347826086957,period,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018H1,82,315824.4113232174,0.12076070804109762,0.6310868695809827,0.31097560975609756,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2018H2,96,213050.5886767826,0.26895672697183587,0.8358266378807754,0.4192708333333333,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019H1,79,237050.0,0.3003226116183515,0.8418656910551106,0.4240506329113924,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2019H2,57,169950.0,0.26466774522678455,0.8692664871623746,0.4342105263157895,period,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2020,21,64125.0,0.2138005284667343,0.8228439469768641,0.40476190476190477,period,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,2018H1,340,514500.0,0.09360408457797204,0.8445145322667763,0.2985294117647059,period,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,2018H2,349,484150.0,0.108832889726678,0.8435085439941465,0.32951289398280803,period,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,2018H1,347,519475.0,0.09347031492935479,0.8444977311933508,0.29971181556195964,period,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,2018H2,349,479950.0,0.10869133341832278,0.843943680676754,0.32808022922636104,period,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,2018H1,328,496875.0,0.09511143560064421,0.8446307869506329,0.2964939024390244,period,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,2018H2,348,501500.0,0.1107084041601908,0.8431830335378878,0.33261494252873564,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,2018H1,109,601876.8478778255,0.10234692091442127,0.5801911361785602,0.2706422018348624,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,2018H2,49,127648.15212300049,0.35730623034938397,0.8202276398097499,0.39285714285714285,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,2019H1,58,134174.99999917398,0.3622162453568504,0.8438456493222561,0.3448275862068966,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,2019H2,41,114650.0,0.3167645757622507,0.8805595785297599,0.38414634146341464,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,2020,10,21650.0,0.3311851632228584,0.8572200418728018,0.425,period,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,2018H1,92,444467.38256408274,0.10545372994795374,0.6021719501530389,0.2798913043478261,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,2018H2,70,189650.0,0.25251988791119506,0.8339258542070085,0.42857142857142855,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,2019H1,66,158632.61743591726,0.3186397569630048,0.8423586543175524,0.3712121212121212,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,2019H2,49,158125.0,0.2950654588196521,0.8777026315554642,0.4030612244897959,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,2020,16,49125.0,0.18770702156128563,0.8311960290995555,0.421875,period,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,2018H1,73,484500.00000056997,0.09748508234797919,0.5687283095039862,0.2568493150684932,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,2018H2,42,137100.0,0.4538723902014527,0.8328343431819601,0.2857142857142857,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,2019H1,52,140870.84013754345,0.4086674246775393,0.8518195654367495,0.30288461538461536,period,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,2019H2,24,67404.15986188655,0.38715377753963004,0.8676931205363649,0.3229166666666667,period,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_tight,2020,5,20125.0,0.5529632145466963,0.8540386964849356,0.3,period,False,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_audit_guarded,2018H1,101,224025.0,0.19200833067009496,0.7091693298757074,0.3118811881188119,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_audit_guarded,2018H2,118,296125.0,0.1566931913584066,0.8306214195193169,0.3199152542372881,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_audit_guarded,2019H1,89,240850.0,0.15803424101472396,0.8256637663786031,0.35674157303370785,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_audit_guarded,2019H2,62,169350.0,0.17245174789848094,0.8308807142756394,0.3588709677419355,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_audit_guarded,2020,26,50275.0,0.17934596468802344,0.8188259883094495,0.3269230769230769,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_balanced,2018H1,83,183250.0,0.17828109488869978,0.7701430610943995,0.33433734939759036,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_balanced,2018H2,119,316825.0,0.17130092483396914,0.8313454931600974,0.31092436974789917,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_balanced,2019H1,103,280550.0,0.16560369364573108,0.8319601292234283,0.34951456310679613,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_balanced,2019H2,59,154125.0,0.17926305830472247,0.8267978922872833,0.3516949152542373,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_balanced,2020,21,47900.0,0.1667920762883312,0.8154452627800052,0.35714285714285715,period,False,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_return_recovery,2018H1,70,145725.0,0.17520557043202126,0.7769917234055843,0.3392857142857143,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_return_recovery,2018H2,123,321950.0,0.182095673878634,0.8280785706414125,0.3170731707317073,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_return_recovery,2019H1,112,297825.0,0.18585603886889004,0.8297382331813354,0.33035714285714285,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_return_recovery,2019H2,66,159750.0,0.18797957363956577,0.8298675650249765,0.36363636363636365,period,True,"source governance/composition proxy, not protected-class fairness"
v13_spo_regret_return_recovery,2020,24,55400.0,0.1736524221291591,0.8171190332834325,0.3645833333333333,period,False,"source governance/composition proxy, not protected-class fairness"
v13_static_reference,2018H1,18,524875.0,0.8512688004612978,0.713156488364184,0.4166666666666667,period,False,"source governance/composition proxy, not protected-class fairness"
v13_static_reference,2018H2,14,451950.0,0.8084710918421563,0.8436816790555313,0.48214285714285715,period,False,"source governance/composition proxy, not protected-class fairness"
paper1_economic_champion,unknown,335,1000000.0,0.2840729672270273,0.55,0.33,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,0,78,253358.60614036562,0.09573063155275051,0.7381672365705277,0.30448717948717946,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,1,140,437300.0,0.17205951600743302,0.8244325070920386,0.4375,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,2,109,271375.0,0.25321810953790136,0.8642285301077202,0.5504587155963303,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,3,20,33500.0,0.7013894325850457,0.8700607783121994,0.3,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,4,3,4466.393859634371,0.71161627349123,0.80993441189331,0.25,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,0,78,253358.60614036562,0.09573063155275051,0.7381672365705277,0.30448717948717946,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,1,140,437300.0,0.17205951600743302,0.8244325070920386,0.4375,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,2,109,271375.0,0.25321810953790136,0.8642285301077202,0.5504587155963303,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,3,20,33500.0,0.7013894325850457,0.8700607783121994,0.3,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,4,3,4466.393859634371,0.71161627349123,0.80993441189331,0.25,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,0,109,444288.0441306824,0.0758921922904476,0.6894679582820293,0.29128440366972475,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,1,104,282186.36719253496,0.17066509404299407,0.8252771530107205,0.43509615384615385,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,2,76,175625.5886767826,0.2604292746652092,0.8529157935455829,0.5526315789473685,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,3,23,38500.0,0.7031955144612254,0.8700442957358225,0.31521739130434784,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,4,15,50700.0,0.7219031731041994,0.850725258708643,0.2833333333333333,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,5,8,8700.0,0.7759368372983635,0.8436816790555313,0.25,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_fvi_bellman_rollout,unknown,689,998650.0,0.1013179495952411,0.844004967815183,0.31422351233671986,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_capital_guarded,unknown,696,999425.0,0.10110269345327695,0.8442199098854596,0.3139367816091954,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_fvi_return_recovery,unknown,676,998375.0,0.10314064426739306,0.8438854937736576,0.3150887573964497,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,0,141,713476.8478778255,0.052859961132334196,0.645722318872939,0.25886524822695034,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,1,34,67175.0,0.16601192145141047,0.8304884274884503,0.4485294117647059,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,2,23,45348.15212300048,0.20855576640741594,0.8490703671327345,0.6086956521739131,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,3,48,105549.99999917399,0.6899592107877014,0.8478791432684291,0.3541666666666667,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_base,4,21,68450.0,0.7123369781801245,0.8352337226976493,0.2857142857142857,score_decile,False,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,0,136,589207.6174367734,0.061033117826341854,0.6827031335824582,0.27389705882352944,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,1,69,177742.38256408274,0.16952195026080058,0.8360894907431726,0.44565217391304346,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,2,32,89050.0,0.2085303691526333,0.8600814542064785,0.6171875,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,3,38,84425.0,0.6931610259723944,0.8583741053552114,0.35526315789473684,score_decile,True,"source governance/composition proxy, not protected-class fairness"
v13_mdcp_empirical_return_recovery,4,18,59574.99999914394,0.7144038724157922,0.8332356799300393,0.3055555555555556,score_decile,False,"source governance/composition proxy, not protected-class fairness"
