policy_id,loan_id,issue_d,issue_month,period,original_grade,sub_grade,term,loan_amnt,int_rate,int_rate_decimal,y_true,allocation_fraction,funded_exposure,portfolio_weight,pd_point,pd_high_alpha01,effective_pd_alpha01,miscovered_alpha01,funded_flag,reconstruction_method,is_champion_exact,also_in_champion_funded_set,realized_return_proxy_lgd45,ecl_baseline_lgd45,champion_selected_v47,candidate_selected_v47,selection_relation_v47,conformal_width_v47,tail_loss_proxy_v47,economic_case_label_v47,case_study_scope_v51
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,130264577,2018-03-01,2018-03-01,2018H1,C,C4,36,1000.0,15.04,0.15039999999999998,0.0,1.0,1000.0,0.001034928848641656,0.08220889555222388,0.1826212820799739,0.1324150888160989,False,True,policy_implied_greedy_proxy,False,False,150.39999999999998,82.17957693598827,False,True,candidate_only,0.10041238652775003,182.5919634637383,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,132554731,2018-05-01,2018-05-01,2018H1,C,C4,36,1000.0,15.04,0.15039999999999998,0.0,1.0,1000.0,0.0010588453291685417,0.08220889555222388,0.1826212820799739,0.1374357081424864,False,True,policy_implied_greedy_proxy,False,False,150.39999999999998,82.17957693598827,False,True,candidate_only,0.10041238652775003,182.5919634637383,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,130264577,2018-03-01,2018-03-01,2018H1,C,C4,36,1000.0,15.04,0.15039999999999998,0.0,1.0,1000.0,0.0010588453291685417,0.08220889555222388,0.1826212820799739,0.1374357081424864,False,True,policy_implied_greedy_proxy,False,False,150.39999999999998,82.17957693598827,False,True,candidate_only,0.10041238652775003,182.5919634637383,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,130264577,2018-03-01,2018-03-01,2018H1,C,C4,36,1000.0,15.04,0.15039999999999998,0.0,1.0,1000.0,0.0010149965743865615,0.08220889555222388,0.1826212820799739,0.1374357081424864,False,True,policy_implied_greedy_proxy,False,False,150.39999999999998,82.17957693598827,False,True,candidate_only,0.10041238652775003,182.5919634637383,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,132554731,2018-05-01,2018-05-01,2018H1,C,C4,36,1000.0,15.04,0.15039999999999998,0.0,1.0,1000.0,0.0010149965743865615,0.08220889555222388,0.1826212820799739,0.1374357081424864,False,True,policy_implied_greedy_proxy,False,False,150.39999999999998,82.17957693598827,False,True,candidate_only,0.10041238652775003,182.5919634637383,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,137390337,2018-07-01,2018-07-01,2018H2,C,C3,36,1000.0,15.02,0.1502,0.0,1.0,1000.0,0.0010248001639680262,0.08291049320073066,0.1839309243202601,0.1334207087604954,False,True,policy_implied_greedy_proxy,False,False,150.2,82.76891594411704,False,True,candidate_only,0.10102043111952944,183.78934706364646,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,137390337,2018-07-01,2018-07-01,2018H2,C,C3,36,1000.0,15.02,0.1502,0.0,1.0,1000.0,0.0010270894851713956,0.08291049320073066,0.1839309243202601,0.13847173031647186,False,True,policy_implied_greedy_proxy,False,False,150.2,82.76891594411704,False,True,candidate_only,0.10102043111952944,183.78934706364646,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,137390337,2018-07-01,2018-07-01,2018H2,C,C3,36,1000.0,15.02,0.1502,0.0,1.0,1000.0,0.001034928848641656,0.08291049320073066,0.1839309243202601,0.1334207087604954,False,True,policy_implied_greedy_proxy,False,False,150.2,82.76891594411704,False,True,candidate_only,0.10102043111952944,183.78934706364646,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,143384974,2018-11-01,2018-11-01,2018H2,C,C3,36,1000.0,15.02,0.1502,0.0,1.0,1000.0,0.0010588453291685417,0.08291049320073066,0.1839309243202601,0.13847173031647186,False,True,policy_implied_greedy_proxy,False,False,150.2,82.76891594411704,False,True,candidate_only,0.10102043111952944,183.78934706364646,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,143384974,2018-11-01,2018-11-01,2018H2,C,C3,36,1000.0,15.02,0.1502,0.0,1.0,1000.0,0.0010149965743865615,0.08291049320073066,0.1839309243202601,0.13847173031647186,False,True,policy_implied_greedy_proxy,False,False,150.2,82.76891594411704,False,True,candidate_only,0.10102043111952944,183.78934706364646,candidate_adds_lower_tail_proxy_loan,economic loan-level case study: selected/avoided/replaced relative to champion
paper1_economic_champion,151372310,2019-05-01,2019-05-01,2019H1,B,B2,36,1100.0,11.02,0.11019999999999999,0.0,1.0,1100.0,0.0011,0.0194700923323966,0.0574686629042675,0.0365694490897385,False,True,canonical_paper1_exact_funded_set,True,True,121.21999999999998,28.44698813761241,True,True,overlap,0.03799857057187089,66.44555870948331,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
paper1_economic_champion,142970101,2018-11-01,2018-11-01,2018H2,B,B5,36,1000.0,12.73,0.1273,0.0,1.0,1000.0,0.001,0.0410533782585564,0.1031058619979092,0.0689769959412652,False,True,canonical_paper1_exact_funded_set,True,True,127.3,46.39763789905915,True,True,overlap,0.06205248373935281,108.45012163841196,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
paper1_economic_champion,129751891,2018-03-01,2018-03-01,2018H1,C,C4,36,1200.0,15.04,0.15039999999999998,0.0,1.0,1200.0,0.0012,0.0410533782585564,0.1031058619979092,0.0689769959412652,False,True,canonical_paper1_exact_funded_set,True,True,180.47999999999996,55.677165478870975,True,True,overlap,0.06205248373935281,117.72964921822378,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
paper1_economic_champion,151166735,2019-05-01,2019-05-01,2019H1,B,B4,36,1200.0,12.4,0.124,0.0,1.0,1200.0,0.0012,0.0410533782585564,0.1031058619979092,0.0689769959412652,False,True,canonical_paper1_exact_funded_set,True,True,148.8,55.677165478870975,True,True,overlap,0.06205248373935281,117.72964921822378,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,129751891,2018-03-01,2018-03-01,2018H1,C,C4,36,1200.0,15.04,0.15039999999999998,0.0,1.0,1200.0,0.0012297601967616314,0.04105337825855648,0.10310586199790928,0.07207962012823288,False,True,policy_implied_greedy_proxy,False,True,180.47999999999996,55.67716547887101,True,True,overlap,0.06205248373935279,117.72964921822381,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,129751891,2018-03-01,2018-03-01,2018H1,C,C4,36,1200.0,15.04,0.15039999999999998,0.0,1.0,1200.0,0.0012325073822056748,0.04105337825855648,0.10310586199790928,0.07518224431520051,False,True,policy_implied_greedy_proxy,False,True,180.47999999999996,55.67716547887101,True,True,overlap,0.06205248373935279,117.72964921822381,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,129751891,2018-03-01,2018-03-01,2018H1,C,C4,36,1200.0,15.04,0.15039999999999998,0.0,1.0,1200.0,0.0012419146183699872,0.04105337825855648,0.10310586199790928,0.07207962012823288,False,True,policy_implied_greedy_proxy,False,True,180.47999999999996,55.67716547887101,True,True,overlap,0.06205248373935279,117.72964921822381,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,129751891,2018-03-01,2018-03-01,2018H1,C,C4,36,1200.0,15.04,0.15039999999999998,0.0,1.0,1200.0,0.00127061439500225,0.04105337825855648,0.10310586199790928,0.07518224431520051,False,True,policy_implied_greedy_proxy,False,True,180.47999999999996,55.67716547887101,True,True,overlap,0.06205248373935279,117.72964921822381,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,129751891,2018-03-01,2018-03-01,2018H1,C,C4,36,1200.0,15.04,0.15039999999999998,0.0,1.0,1200.0,0.0012179958892638738,0.04105337825855648,0.10310586199790928,0.07518224431520051,False,True,policy_implied_greedy_proxy,False,True,180.47999999999996,55.67716547887101,True,True,overlap,0.06205248373935279,117.72964921822381,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,148756705,2019-03-01,2019-03-01,2019H1,C,C1,36,1000.0,13.9,0.139,0.0,1.0,1000.0,0.0010248001639680262,0.04951033732317737,0.11999851469006251,0.08475442600661995,False,True,policy_implied_greedy_proxy,False,True,139.0,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,148756705,2019-03-01,2019-03-01,2019H1,C,C1,36,1000.0,13.9,0.139,0.0,1.0,1000.0,0.0010270894851713956,0.04951033732317737,0.11999851469006251,0.0882788348749642,False,True,policy_implied_greedy_proxy,False,True,139.0,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,148756705,2019-03-01,2019-03-01,2019H1,C,C1,36,1000.0,13.9,0.139,0.0,1.0,1000.0,0.001034928848641656,0.04951033732317737,0.11999851469006251,0.08475442600661995,False,True,policy_implied_greedy_proxy,False,True,139.0,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,148756705,2019-03-01,2019-03-01,2019H1,C,C1,36,1000.0,13.9,0.139,0.0,1.0,1000.0,0.0010588453291685417,0.04951033732317737,0.11999851469006251,0.0882788348749642,False,True,policy_implied_greedy_proxy,False,True,139.0,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,148756705,2019-03-01,2019-03-01,2019H1,C,C1,36,1000.0,13.9,0.139,0.0,1.0,1000.0,0.0010149965743865615,0.04951033732317737,0.11999851469006251,0.0882788348749642,False,True,policy_implied_greedy_proxy,False,True,139.0,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,138239745,2018-08-01,2018-08-01,2018H2,C,C1,36,1000.0,13.56,0.1356,0.0,1.0,1000.0,0.0010248001639680262,0.04951033732317737,0.11999851469006251,0.08475442600661995,False,True,policy_implied_greedy_proxy,False,True,135.6,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,138239745,2018-08-01,2018-08-01,2018H2,C,C1,36,1000.0,13.56,0.1356,0.0,1.0,1000.0,0.0010270894851713956,0.04951033732317737,0.11999851469006251,0.0882788348749642,False,True,policy_implied_greedy_proxy,False,True,135.6,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,138239745,2018-08-01,2018-08-01,2018H2,C,C1,36,1000.0,13.56,0.1356,0.0,1.0,1000.0,0.001034928848641656,0.04951033732317737,0.11999851469006251,0.08475442600661995,False,True,policy_implied_greedy_proxy,False,True,135.6,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,138239745,2018-08-01,2018-08-01,2018H2,C,C1,36,1000.0,13.56,0.1356,0.0,1.0,1000.0,0.0010588453291685417,0.04951033732317737,0.11999851469006251,0.0882788348749642,False,True,policy_implied_greedy_proxy,False,True,135.6,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,138239745,2018-08-01,2018-08-01,2018H2,C,C1,36,1000.0,13.56,0.1356,0.0,1.0,1000.0,0.0010149965743865615,0.04951033732317737,0.11999851469006251,0.0882788348749642,False,True,policy_implied_greedy_proxy,False,True,135.6,53.99933161052813,True,True,overlap,0.07048817736688515,124.48750897741327,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,151946957,2019-05-01,2019-05-01,2019H1,B,B5,36,1500.0,13.08,0.1308,0.0,1.0,1500.0,0.0015372002459520394,0.04105337825855648,0.10310586199790928,0.07207962012823288,False,True,policy_implied_greedy_proxy,False,True,196.2,69.59645684858876,True,True,overlap,0.06205248373935279,131.64894058794155,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,151946957,2019-05-01,2019-05-01,2019H1,B,B5,36,1500.0,13.08,0.1308,0.0,1.0,1500.0,0.0015406342277570933,0.04105337825855648,0.10310586199790928,0.07518224431520051,False,True,policy_implied_greedy_proxy,False,True,196.2,69.59645684858876,True,True,overlap,0.06205248373935279,131.64894058794155,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,151946957,2019-05-01,2019-05-01,2019H1,B,B5,36,1500.0,13.08,0.1308,0.0,1.0,1500.0,0.0015523932729624838,0.04105337825855648,0.10310586199790928,0.07207962012823288,False,True,policy_implied_greedy_proxy,False,True,196.2,69.59645684858876,True,True,overlap,0.06205248373935279,131.64894058794155,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,151946957,2019-05-01,2019-05-01,2019H1,B,B5,36,1500.0,13.08,0.1308,0.0,1.0,1500.0,0.001522494861579842,0.04105337825855648,0.10310586199790928,0.07518224431520051,False,True,policy_implied_greedy_proxy,False,True,196.2,69.59645684858876,True,True,overlap,0.06205248373935279,131.64894058794155,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,126461250,2018-01-01,2018-01-01,2018H1,C,C4,36,1000.0,15.05,0.1505,0.0,1.0,1000.0,0.0010588453291685417,0.05439739413680782,0.12959865275371413,0.09575808637610629,False,True,policy_implied_greedy_proxy,False,True,150.5,58.31939373917136,True,True,overlap,0.07520125861690631,133.52065235607768,diagnostic_case,economic loan-level case study: selected/avoided/replaced relative to champion
