policy_id,source_family,regime_v45,recommended_cap_v45,effective_cap_v45,max_observed_exposure_share_v45,source_solver_cap_pass_v45,required_cap_relaxation_v45,solver_integration_v45,fair_lending_legal_claim_allowed,claim_boundary_v45
paper1_economic_champion,dti_band,strict,0.1111111111111111,0.1111111111111111,1.0,False,0.8888888888888888,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,original_grade,relaxed,0.1,0.21000000000000002,0.4571860934354644,False,0.24718609343546438,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,original_grade__state_top20,strict,0.1,0.1,0.4571860934354644,False,0.35718609343546437,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,original_grade__state_top20,committee,0.1,0.145,0.4571860934354644,False,0.31218609343546444,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,original_grade__state_top20,relaxed,0.1,0.21000000000000002,0.4571860934354644,False,0.24718609343546438,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,period,strict,0.1,0.1,0.29295,False,0.19294999999999998,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,period,committee,0.1,0.145,0.29295,False,0.14795,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,period,relaxed,0.1,0.21000000000000002,0.29295,False,0.08294999999999997,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,score_decile,strict,0.1111111111111111,0.1111111111111111,1.0,False,0.8888888888888888,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,score_decile,committee,0.1111111111111111,0.15888888888888889,1.0,False,0.8411111111111111,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,score_decile,relaxed,0.1111111111111111,0.2277777777777778,1.0,False,0.7722222222222221,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,score_decile__original_grade,strict,0.1,0.1,0.4571860934354644,False,0.35718609343546437,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,score_decile__original_grade,committee,0.1,0.145,0.4571860934354644,False,0.31218609343546444,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,score_decile__original_grade,relaxed,0.1,0.21000000000000002,0.4571860934354644,False,0.24718609343546438,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,state_top20,strict,0.1111111111111111,0.1111111111111111,1.0,False,0.8888888888888888,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,state_top20,committee,0.1111111111111111,0.15888888888888889,1.0,False,0.8411111111111111,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
paper1_economic_champion,state_top20,relaxed,0.1111111111111111,0.2277777777777778,1.0,False,0.7722222222222221,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,dti_band,strict,0.1,0.1,0.5292336061403656,False,0.42923360614036565,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,dti_band,committee,0.1,0.145,0.5292336061403656,False,0.3842336061403656,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,dti_band,relaxed,0.1,0.21000000000000002,0.5292336061403656,False,0.3192336061403656,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,income_band,strict,0.1,0.1,0.47565,False,0.37565000000000004,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,income_band,committee,0.1,0.145,0.47565,False,0.33065,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,income_band,relaxed,0.1,0.21000000000000002,0.47565,False,0.26565,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,income_band__dti_band,strict,0.1390437499999999,0.1390437499999999,0.2573,False,0.11825625000000006,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,income_band__dti_band,committee,0.1390437499999999,0.19380468749999988,0.2573,False,0.0634953125000001,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,income_band__dti_band,relaxed,0.1390437499999999,0.2724699999999999,0.2573,True,0.0,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,original_grade,strict,0.1,0.1,0.394925,False,0.294925,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,original_grade,committee,0.1,0.145,0.394925,False,0.24992500000000004,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,original_grade,relaxed,0.1,0.21000000000000002,0.394925,False,0.184925,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,original_grade__state_top20,strict,0.1,0.1,0.107325,False,0.007324999999999998,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,original_grade__state_top20,committee,0.1,0.145,0.107325,True,0.0,hard_constraint_candidate,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,original_grade__state_top20,relaxed,0.1,0.21000000000000002,0.107325,True,0.0,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,period,strict,0.1,0.1,0.3157586061403656,False,0.2157586061403656,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,period,committee,0.1,0.145,0.3157586061403656,False,0.17075860614036562,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,period,relaxed,0.1,0.21000000000000002,0.3157586061403656,False,0.10575860614036559,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,score_decile,strict,0.1,0.1,0.4373,False,0.33730000000000004,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,score_decile,committee,0.1,0.145,0.4373,False,0.2923,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,score_decile,relaxed,0.1,0.21000000000000002,0.4373,False,0.2273,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,score_decile__original_grade,strict,0.1,0.1,0.271475,False,0.17147500000000002,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,score_decile__original_grade,committee,0.1,0.145,0.271475,False,0.12647500000000003,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,score_decile__original_grade,relaxed,0.1,0.21000000000000002,0.271475,False,0.061475,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,state_top20,strict,0.1,0.1,0.2542163938596344,False,0.1542163938596344,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,state_top20,committee,0.1,0.145,0.2542163938596344,False,0.10921639385963441,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,state_top20,relaxed,0.1,0.21000000000000002,0.2542163938596344,False,0.044216393859634384,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,dti_band,strict,0.1,0.1,0.5292336061403656,False,0.42923360614036565,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,dti_band,committee,0.1,0.145,0.5292336061403656,False,0.3842336061403656,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,dti_band,relaxed,0.1,0.21000000000000002,0.5292336061403656,False,0.3192336061403656,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,income_band,strict,0.1,0.1,0.47565,False,0.37565000000000004,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,income_band,committee,0.1,0.145,0.47565,False,0.33065,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,income_band,relaxed,0.1,0.21000000000000002,0.47565,False,0.26565,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,income_band__dti_band,strict,0.1390437499999999,0.1390437499999999,0.2573,False,0.11825625000000006,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,income_band__dti_band,committee,0.1390437499999999,0.19380468749999988,0.2573,False,0.0634953125000001,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,income_band__dti_band,relaxed,0.1390437499999999,0.2724699999999999,0.2573,True,0.0,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,original_grade,strict,0.1,0.1,0.394925,False,0.294925,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,original_grade,committee,0.1,0.145,0.394925,False,0.24992500000000004,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,original_grade,relaxed,0.1,0.21000000000000002,0.394925,False,0.184925,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,original_grade__state_top20,strict,0.1,0.1,0.107325,False,0.007324999999999998,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,original_grade__state_top20,committee,0.1,0.145,0.107325,True,0.0,hard_constraint_candidate,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,original_grade__state_top20,relaxed,0.1,0.21000000000000002,0.107325,True,0.0,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,period,strict,0.1,0.1,0.3157586061403656,False,0.2157586061403656,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,period,committee,0.1,0.145,0.3157586061403656,False,0.17075860614036562,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,period,relaxed,0.1,0.21000000000000002,0.3157586061403656,False,0.10575860614036559,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,score_decile,strict,0.1,0.1,0.4373,False,0.33730000000000004,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,score_decile,committee,0.1,0.145,0.4373,False,0.2923,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,score_decile,relaxed,0.1,0.21000000000000002,0.4373,False,0.2273,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,score_decile__original_grade,strict,0.1,0.1,0.271475,False,0.17147500000000002,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,score_decile__original_grade,committee,0.1,0.145,0.271475,False,0.12647500000000003,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,score_decile__original_grade,relaxed,0.1,0.21000000000000002,0.271475,False,0.061475,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,state_top20,strict,0.1,0.1,0.2542163938596344,False,0.1542163938596344,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,state_top20,committee,0.1,0.145,0.2542163938596344,False,0.10921639385963441,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,state_top20,relaxed,0.1,0.21000000000000002,0.2542163938596344,False,0.044216393859634384,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,dti_band,strict,0.1,0.1,0.5025380441306824,False,0.4025380441306824,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,dti_band,committee,0.1,0.145,0.5025380441306824,False,0.35753804413068235,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,dti_band,relaxed,0.1,0.21000000000000002,0.5025380441306824,False,0.29253804413068235,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,income_band,strict,0.1,0.1,0.361588632807465,False,0.261588632807465,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,income_band,committee,0.1,0.145,0.361588632807465,False,0.21658863280746501,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,income_band,relaxed,0.1,0.21000000000000002,0.361588632807465,False,0.15158863280746498,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,income_band__dti_band,strict,0.1,0.1,0.1955,False,0.0955,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,income_band__dti_band,committee,0.1,0.145,0.1955,False,0.05050000000000002,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,income_band__dti_band,relaxed,0.1,0.21000000000000002,0.1955,True,0.0,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,original_grade,strict,0.1,0.1,0.258775,False,0.15877499999999997,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,original_grade,committee,0.1,0.145,0.258775,False,0.11377499999999999,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,original_grade,relaxed,0.1,0.21000000000000002,0.258775,False,0.04877499999999996,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,original_grade__state_top20,strict,0.1,0.1,0.075175,True,0.0,hard_constraint_candidate,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,original_grade__state_top20,committee,0.1,0.145,0.075175,True,0.0,hard_constraint_candidate,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,original_grade__state_top20,relaxed,0.1,0.21000000000000002,0.075175,True,0.0,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,period,strict,0.1,0.1,0.3158244113232173,False,0.2158244113232173,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,period,committee,0.1,0.145,0.3158244113232173,False,0.17082441132321732,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,period,relaxed,0.1,0.21000000000000002,0.3158244113232173,False,0.1058244113232173,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,score_decile,strict,0.1,0.1,0.4442880441306824,False,0.34428804413068237,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,score_decile,committee,0.1,0.145,0.4442880441306824,False,0.29928804413068244,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,score_decile,relaxed,0.1,0.21000000000000002,0.4442880441306824,False,0.23428804413068238,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,score_decile__original_grade,strict,0.1,0.1,0.2269380441306824,False,0.12693804413068238,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,score_decile__original_grade,committee,0.1,0.145,0.2269380441306824,False,0.0819380441306824,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,score_decile__original_grade,relaxed,0.1,0.21000000000000002,0.2269380441306824,False,0.016938044130682367,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,state_top20,strict,0.1,0.1,0.23365,False,0.13365,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,state_top20,committee,0.1,0.145,0.23365,False,0.08865,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,state_top20,relaxed,0.1,0.21000000000000002,0.23365,False,0.023649999999999977,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,dti_band,strict,0.1111111111111111,0.1111111111111111,1.0,False,0.8888888888888888,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,dti_band,committee,0.1111111111111111,0.15888888888888889,1.0,False,0.8411111111111111,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,dti_band,relaxed,0.1111111111111111,0.2277777777777778,1.0,False,0.7722222222222221,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,income_band,strict,0.1111111111111111,0.1111111111111111,1.0,False,0.8888888888888888,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,income_band,committee,0.1111111111111111,0.15888888888888889,1.0,False,0.8411111111111111,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,income_band,relaxed,0.1111111111111111,0.2277777777777778,1.0,False,0.7722222222222221,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,income_band__dti_band,strict,0.1111111111111111,0.1111111111111111,1.0,False,0.8888888888888888,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,income_band__dti_band,committee,0.1111111111111111,0.15888888888888889,1.0,False,0.8411111111111111,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,income_band__dti_band,relaxed,0.1111111111111111,0.2277777777777778,1.0,False,0.7722222222222221,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,original_grade,strict,0.1,0.1,0.6315275622089821,False,0.5315275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,original_grade,committee,0.1,0.145,0.6315275622089821,False,0.4865275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,original_grade,relaxed,0.1,0.21000000000000002,0.6315275622089821,False,0.4215275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,original_grade__state_top20,strict,0.1,0.1,0.6315275622089821,False,0.5315275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,original_grade__state_top20,committee,0.1,0.145,0.6315275622089821,False,0.4865275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,original_grade__state_top20,relaxed,0.1,0.21000000000000002,0.6315275622089821,False,0.4215275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,period,strict,0.1,0.1,0.5151955139438241,False,0.41519551394382415,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,period,committee,0.1,0.145,0.5151955139438241,False,0.3701955139438241,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,period,relaxed,0.1,0.21000000000000002,0.5151955139438241,False,0.3051955139438241,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,score_decile,strict,0.1111111111111111,0.1111111111111111,1.0,False,0.8888888888888888,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,score_decile,committee,0.1111111111111111,0.15888888888888889,1.0,False,0.8411111111111111,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,score_decile,relaxed,0.1111111111111111,0.2277777777777778,1.0,False,0.7722222222222221,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,score_decile__original_grade,strict,0.1,0.1,0.6315275622089821,False,0.5315275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,score_decile__original_grade,committee,0.1,0.145,0.6315275622089821,False,0.4865275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
v13_fvi_bellman_rollout,score_decile__original_grade,relaxed,0.1,0.21000000000000002,0.6315275622089821,False,0.4215275622089821,requires_pooling_or_relaxation,False,observable MDCP/source governance; no protected-attribute legal claim
