scenario_id,macro_regime_v15,path_family_v19,n_loans,default_rate,mean_loss,p95_loss,mean_return,external_forecast_validation_claim_allowed,claim_boundary_v49
0,baseline_internal,baseline_internal,12000,0.14133333333333334,80.39530533429085,0.0,758.8479622715977,False,scenario matrix for internal paired optimization only; no external forecast validation
21,mild_stress_internal,mild_stress_internal,12000,0.1835,169.01770509257787,0.0,694.1792110561394,False,scenario matrix for internal paired optimization only; no external forecast validation
22,macro_stress_internal,macro_stress_internal,12000,0.21908333333333332,176.75095424224895,0.0,700.865143667856,False,scenario matrix for internal paired optimization only; no external forecast validation
23,vintage_stress_internal,vintage_stress_internal,12000,0.20783333333333334,180.51740004721407,0.0,694.0264984953939,False,scenario matrix for internal paired optimization only; no external forecast validation
24,baseline_internal,baseline_internal,12000,0.16966666666666666,118.95407163608904,0.0,733.6727071208123,False,scenario matrix for internal paired optimization only; no external forecast validation
25,mild_stress_internal,mild_stress_internal,12000,0.15675,82.73225383700954,0.0,765.0357069522906,False,scenario matrix for internal paired optimization only; no external forecast validation
26,macro_stress_internal,macro_stress_internal,12000,0.229,194.51869990327702,0.0,685.6337433281711,False,scenario matrix for internal paired optimization only; no external forecast validation
27,vintage_stress_internal,vintage_stress_internal,12000,0.224,171.76024318844236,0.0,705.1943615059708,False,scenario matrix for internal paired optimization only; no external forecast validation
28,baseline_internal,baseline_internal,12000,0.14991666666666667,107.03557515528,0.0,737.2679807114952,False,scenario matrix for internal paired optimization only; no external forecast validation
29,mild_stress_internal,mild_stress_internal,12000,0.19791666666666666,150.3191863212207,0.0,717.338218873162,False,scenario matrix for internal paired optimization only; no external forecast validation
30,macro_stress_internal,macro_stress_internal,12000,0.2585,241.8101909700287,0.0,646.4867966806751,False,scenario matrix for internal paired optimization only; no external forecast validation
31,vintage_stress_internal,vintage_stress_internal,12000,0.24716666666666667,240.99773074621874,0.0,644.7601977486669,False,scenario matrix for internal paired optimization only; no external forecast validation
32,baseline_internal,baseline_internal,12000,0.1165,64.46369634130977,0.0,761.846767080691,False,scenario matrix for internal paired optimization only; no external forecast validation
33,mild_stress_internal,mild_stress_internal,12000,0.19216666666666668,166.67220964719002,0.0,698.2620265880914,False,scenario matrix for internal paired optimization only; no external forecast validation
34,macro_stress_internal,macro_stress_internal,12000,0.25925,214.6734982216467,0.0,673.0587242744617,False,scenario matrix for internal paired optimization only; no external forecast validation
35,vintage_stress_internal,vintage_stress_internal,12000,0.20758333333333334,161.98286556671553,0.0,711.6241532954078,False,scenario matrix for internal paired optimization only; no external forecast validation
36,baseline_internal,baseline_internal,12000,0.14808333333333334,95.11314267618809,0.0,748.6474408579235,False,scenario matrix for internal paired optimization only; no external forecast validation
37,mild_stress_internal,mild_stress_internal,12000,0.13925,78.5004836602066,0.0,763.7660494041643,False,scenario matrix for internal paired optimization only; no external forecast validation
38,macro_stress_internal,macro_stress_internal,12000,0.23158333333333334,189.71155408045863,0.0,692.1990886022888,False,scenario matrix for internal paired optimization only; no external forecast validation
39,vintage_stress_internal,vintage_stress_internal,12000,0.19675,181.23312515826274,0.0,688.468746776852,False,scenario matrix for internal paired optimization only; no external forecast validation
40,baseline_internal,baseline_internal,12000,0.15816666666666668,107.86338660502187,0.0,741.334567538102,False,scenario matrix for internal paired optimization only; no external forecast validation
41,mild_stress_internal,mild_stress_internal,12000,0.18741666666666668,142.91168443836355,0.0,719.9276188505409,False,scenario matrix for internal paired optimization only; no external forecast validation
42,macro_stress_internal,macro_stress_internal,12000,0.23325,180.17513475175028,0.0,700.7748635895252,False,scenario matrix for internal paired optimization only; no external forecast validation
43,vintage_stress_internal,vintage_stress_internal,12000,0.16333333333333333,96.67896193015824,0.0,760.8572940978754,False,scenario matrix for internal paired optimization only; no external forecast validation
44,baseline_internal,baseline_internal,12000,0.17625,119.61284365026779,0.0,735.1163613761777,False,scenario matrix for internal paired optimization only; no external forecast validation
45,mild_stress_internal,mild_stress_internal,12000,0.16541666666666666,126.1436202581848,0.0,727.90101612341,False,scenario matrix for internal paired optimization only; no external forecast validation
46,macro_stress_internal,macro_stress_internal,12000,0.22341666666666668,189.91887281151642,0.0,690.0053088327511,False,scenario matrix for internal paired optimization only; no external forecast validation
47,vintage_stress_internal,vintage_stress_internal,12000,0.19333333333333333,164.08947946133912,0.0,705.1030091517312,False,scenario matrix for internal paired optimization only; no external forecast validation
48,baseline_internal,baseline_internal,12000,0.15366666666666667,89.17702836684269,0.0,755.2415224639661,False,scenario matrix for internal paired optimization only; no external forecast validation
49,mild_stress_internal,mild_stress_internal,12000,0.14825,97.9211297649525,0.0,750.4065113772833,False,scenario matrix for internal paired optimization only; no external forecast validation
50,macro_stress_internal,macro_stress_internal,12000,0.20366666666666666,150.2240382346925,0.0,722.4373758300284,False,scenario matrix for internal paired optimization only; no external forecast validation
51,vintage_stress_internal,vintage_stress_internal,12000,0.20916666666666667,187.90509905940283,0.0,684.851859200522,False,scenario matrix for internal paired optimization only; no external forecast validation
52,baseline_internal,baseline_internal,12000,0.16016666666666668,101.97750408028834,0.0,745.4293998481564,False,scenario matrix for internal paired optimization only; no external forecast validation
53,mild_stress_internal,mild_stress_internal,12000,0.155,95.28798805279753,0.0,753.2422988884059,False,scenario matrix for internal paired optimization only; no external forecast validation
54,macro_stress_internal,macro_stress_internal,12000,0.27841666666666665,266.087631472949,0.0,627.8935408224238,False,scenario matrix for internal paired optimization only; no external forecast validation
55,vintage_stress_internal,vintage_stress_internal,12000,0.16141666666666668,126.31566385103908,0.0,728.6828488360464,False,scenario matrix for internal paired optimization only; no external forecast validation
56,baseline_internal,baseline_internal,12000,0.13916666666666666,90.63152345235073,0.0,747.1808009644448,False,scenario matrix for internal paired optimization only; no external forecast validation
57,mild_stress_internal,mild_stress_internal,12000,0.18966666666666668,145.30492122116985,0.0,717.8116814766419,False,scenario matrix for internal paired optimization only; no external forecast validation
58,macro_stress_internal,macro_stress_internal,12000,0.22108333333333333,193.16433634898468,0.0,685.5506999562601,False,scenario matrix for internal paired optimization only; no external forecast validation
59,vintage_stress_internal,vintage_stress_internal,12000,0.16741666666666666,138.91346512737854,0.0,718.9073849653432,False,scenario matrix for internal paired optimization only; no external forecast validation
60,baseline_internal,baseline_internal,12000,0.17966666666666667,110.2271390609625,0.0,747.0164263515977,False,scenario matrix for internal paired optimization only; no external forecast validation
61,mild_stress_internal,mild_stress_internal,12000,0.21816666666666668,187.64730929415612,0.0,685.6785324290177,False,scenario matrix for internal paired optimization only; no external forecast validation
62,macro_stress_internal,macro_stress_internal,12000,0.21341666666666667,183.65906360825284,0.0,691.2722339836292,False,scenario matrix for internal paired optimization only; no external forecast validation
63,vintage_stress_internal,vintage_stress_internal,12000,0.19483333333333333,143.7087267058114,0.0,724.9487244966754,False,scenario matrix for internal paired optimization only; no external forecast validation
64,baseline_internal,baseline_internal,12000,0.12875,78.99611104410926,0.0,749.678397079393,False,scenario matrix for internal paired optimization only; no external forecast validation
65,mild_stress_internal,mild_stress_internal,12000,0.145,82.60965370623303,0.0,761.5283901008834,False,scenario matrix for internal paired optimization only; no external forecast validation
66,macro_stress_internal,macro_stress_internal,12000,0.23825,181.55168915766532,0.0,701.182207469947,False,scenario matrix for internal paired optimization only; no external forecast validation
67,vintage_stress_internal,vintage_stress_internal,12000,0.16016666666666668,113.7804877995755,0.0,740.7403853610158,False,scenario matrix for internal paired optimization only; no external forecast validation
68,baseline_internal,baseline_internal,12000,0.15733333333333333,118.62520527865668,0.0,729.566468131883,False,scenario matrix for internal paired optimization only; no external forecast validation
69,mild_stress_internal,mild_stress_internal,12000,0.15533333333333332,104.66730028390486,0.0,742.9358898744281,False,scenario matrix for internal paired optimization only; no external forecast validation
70,macro_stress_internal,macro_stress_internal,12000,0.2584166666666667,223.1926383692835,0.0,664.340975520329,False,scenario matrix for internal paired optimization only; no external forecast validation
71,vintage_stress_internal,vintage_stress_internal,12000,0.15808333333333333,100.98736921175106,0.0,751.4171318681323,False,scenario matrix for internal paired optimization only; no external forecast validation
72,baseline_internal,baseline_internal,12000,0.16216666666666665,130.52619436075042,0.0,720.2126646820846,False,scenario matrix for internal paired optimization only; no external forecast validation
73,mild_stress_internal,mild_stress_internal,12000,0.18683333333333332,133.58487153032843,0.0,729.7437737936046,False,scenario matrix for internal paired optimization only; no external forecast validation
74,macro_stress_internal,macro_stress_internal,12000,0.21191666666666667,174.10112658802132,0.0,701.5057598307438,False,scenario matrix for internal paired optimization only; no external forecast validation
75,vintage_stress_internal,vintage_stress_internal,12000,0.19441666666666665,150.78673553368085,0.0,718.2511888671244,False,scenario matrix for internal paired optimization only; no external forecast validation
76,baseline_internal,baseline_internal,12000,0.17333333333333334,142.83084109998612,0.0,712.647630145385,False,scenario matrix for internal paired optimization only; no external forecast validation
77,mild_stress_internal,mild_stress_internal,12000,0.222,165.2047699608383,0.0,709.5943546231674,False,scenario matrix for internal paired optimization only; no external forecast validation
78,macro_stress_internal,macro_stress_internal,12000,0.22583333333333333,174.01486188741617,0.0,706.0868513939926,False,scenario matrix for internal paired optimization only; no external forecast validation
79,vintage_stress_internal,vintage_stress_internal,12000,0.22141666666666668,183.2269442327409,0.0,694.9352729605529,False,scenario matrix for internal paired optimization only; no external forecast validation
80,baseline_internal,baseline_internal,12000,0.20241666666666666,148.99691498173638,0.0,716.8264580955703,False,scenario matrix for internal paired optimization only; no external forecast validation
81,mild_stress_internal,mild_stress_internal,12000,0.17691666666666667,133.3113173157525,0.0,723.8610111775037,False,scenario matrix for internal paired optimization only; no external forecast validation
82,macro_stress_internal,macro_stress_internal,12000,0.20116666666666666,153.18783295106763,0.0,718.8425676331628,False,scenario matrix for internal paired optimization only; no external forecast validation
83,vintage_stress_internal,vintage_stress_internal,12000,0.17041666666666666,127.07046359491464,0.0,732.017818183367,False,scenario matrix for internal paired optimization only; no external forecast validation
84,baseline_internal,baseline_internal,12000,0.18683333333333332,132.52876596716771,0.0,728.2688444203379,False,scenario matrix for internal paired optimization only; no external forecast validation
85,mild_stress_internal,mild_stress_internal,12000,0.17616666666666667,126.89735108315388,0.0,732.6313261084466,False,scenario matrix for internal paired optimization only; no external forecast validation
86,macro_stress_internal,macro_stress_internal,12000,0.24666666666666667,212.492220846388,0.0,673.4209034351625,False,scenario matrix for internal paired optimization only; no external forecast validation
87,vintage_stress_internal,vintage_stress_internal,12000,0.19483333333333333,141.67070871322457,0.0,726.204290555087,False,scenario matrix for internal paired optimization only; no external forecast validation
88,baseline_internal,baseline_internal,12000,0.15866666666666668,117.96315176577575,0.0,727.8427272087969,False,scenario matrix for internal paired optimization only; no external forecast validation
89,mild_stress_internal,mild_stress_internal,12000,0.13391666666666666,88.14534293376622,0.0,750.1578499466787,False,scenario matrix for internal paired optimization only; no external forecast validation
90,macro_stress_internal,macro_stress_internal,12000,0.24408333333333335,224.977278118767,0.0,659.8335063195457,False,scenario matrix for internal paired optimization only; no external forecast validation
91,vintage_stress_internal,vintage_stress_internal,12000,0.197,165.18049080893067,0.0,704.8411750688317,False,scenario matrix for internal paired optimization only; no external forecast validation
92,baseline_internal,baseline_internal,12000,0.14083333333333334,88.9754276901807,0.0,749.2325974895633,False,scenario matrix for internal paired optimization only; no external forecast validation
93,mild_stress_internal,mild_stress_internal,12000,0.15591666666666668,103.26344792817275,0.0,748.0792847755786,False,scenario matrix for internal paired optimization only; no external forecast validation
94,macro_stress_internal,macro_stress_internal,12000,0.2554166666666667,243.38192530069438,0.0,644.8970257467709,False,scenario matrix for internal paired optimization only; no external forecast validation
95,vintage_stress_internal,vintage_stress_internal,12000,0.22408333333333333,183.2001644252517,0.0,695.3804878683549,False,scenario matrix for internal paired optimization only; no external forecast validation
96,baseline_internal,baseline_internal,12000,0.166,105.43694694329001,0.0,745.9205197514617,False,scenario matrix for internal paired optimization only; no external forecast validation
97,mild_stress_internal,mild_stress_internal,12000,0.15325,134.82960000051972,0.0,714.971134823767,False,scenario matrix for internal paired optimization only; no external forecast validation
98,macro_stress_internal,macro_stress_internal,12000,0.25708333333333333,216.56297815076405,0.0,669.9299070723265,False,scenario matrix for internal paired optimization only; no external forecast validation
99,vintage_stress_internal,vintage_stress_internal,12000,0.24225,235.44238549110534,0.0,648.3863105529517,False,scenario matrix for internal paired optimization only; no external forecast validation
100,baseline_internal,baseline_internal,12000,0.15716666666666668,112.7774859956564,0.0,732.7982726061404,False,scenario matrix for internal paired optimization only; no external forecast validation
101,mild_stress_internal,mild_stress_internal,12000,0.15716666666666668,120.94253432235789,0.0,729.8289417579717,False,scenario matrix for internal paired optimization only; no external forecast validation
102,macro_stress_internal,macro_stress_internal,12000,0.21966666666666668,194.22472819516472,0.0,682.8295412741172,False,scenario matrix for internal paired optimization only; no external forecast validation
103,vintage_stress_internal,vintage_stress_internal,12000,0.2115,162.09893032772004,0.0,711.7938779734906,False,scenario matrix for internal paired optimization only; no external forecast validation
104,baseline_internal,baseline_internal,12000,0.12891666666666668,86.3057118257203,0.0,748.0069221778599,False,scenario matrix for internal paired optimization only; no external forecast validation
105,mild_stress_internal,mild_stress_internal,12000,0.19408333333333333,165.21094273165716,0.0,698.9411704627839,False,scenario matrix for internal paired optimization only; no external forecast validation
106,macro_stress_internal,macro_stress_internal,12000,0.20466666666666666,152.39452752615065,0.0,720.8122467457393,False,scenario matrix for internal paired optimization only; no external forecast validation
107,vintage_stress_internal,vintage_stress_internal,12000,0.20583333333333334,169.77541055023082,0.0,703.2781070484987,False,scenario matrix for internal paired optimization only; no external forecast validation
108,baseline_internal,baseline_internal,12000,0.15725,96.4124703605618,0.0,750.8611288411813,False,scenario matrix for internal paired optimization only; no external forecast validation
109,mild_stress_internal,mild_stress_internal,12000,0.16958333333333334,129.126936380484,0.0,728.5284455171038,False,scenario matrix for internal paired optimization only; no external forecast validation
110,macro_stress_internal,macro_stress_internal,12000,0.21325,179.53276180214272,0.0,696.4777238002547,False,scenario matrix for internal paired optimization only; no external forecast validation
111,vintage_stress_internal,vintage_stress_internal,12000,0.14108333333333334,92.09546799064933,0.0,753.7448508054465,False,scenario matrix for internal paired optimization only; no external forecast validation
112,baseline_internal,baseline_internal,12000,0.18591666666666667,161.07533797150614,0.0,699.5330753048654,False,scenario matrix for internal paired optimization only; no external forecast validation
113,mild_stress_internal,mild_stress_internal,12000,0.18825,158.15672863703338,0.0,706.761595690325,False,scenario matrix for internal paired optimization only; no external forecast validation
114,macro_stress_internal,macro_stress_internal,12000,0.25075,224.40380882429196,0.0,660.9484989796194,False,scenario matrix for internal paired optimization only; no external forecast validation
115,vintage_stress_internal,vintage_stress_internal,12000,0.16325,115.6161194347447,0.0,741.9304823733534,False,scenario matrix for internal paired optimization only; no external forecast validation
116,baseline_internal,baseline_internal,12000,0.14133333333333334,77.64143830945137,0.0,762.1812346627277,False,scenario matrix for internal paired optimization only; no external forecast validation
117,mild_stress_internal,mild_stress_internal,12000,0.16975,121.2728889281375,0.0,734.1804348230747,False,scenario matrix for internal paired optimization only; no external forecast validation
118,macro_stress_internal,macro_stress_internal,12000,0.20058333333333334,142.82528912172052,0.0,727.9692951086691,False,scenario matrix for internal paired optimization only; no external forecast validation
119,vintage_stress_internal,vintage_stress_internal,12000,0.21216666666666667,176.13866777692206,0.0,698.3463264320759,False,scenario matrix for internal paired optimization only; no external forecast validation
120,baseline_internal,baseline_internal,12000,0.16441666666666666,117.77135248966137,0.0,731.377495781874,False,scenario matrix for internal paired optimization only; no external forecast validation
121,mild_stress_internal,mild_stress_internal,12000,0.18958333333333333,165.2758886580832,0.0,697.5709603610575,False,scenario matrix for internal paired optimization only; no external forecast validation
122,macro_stress_internal,macro_stress_internal,12000,0.2535,251.17188284977237,0.0,636.6030249895364,False,scenario matrix for internal paired optimization only; no external forecast validation
123,vintage_stress_internal,vintage_stress_internal,12000,0.192,134.97395897916513,0.0,732.3706057531607,False,scenario matrix for internal paired optimization only; no external forecast validation
124,baseline_internal,baseline_internal,12000,0.15966666666666668,110.80596135128563,0.0,736.1686998985241,False,scenario matrix for internal paired optimization only; no external forecast validation
125,mild_stress_internal,mild_stress_internal,12000,0.15916666666666668,117.47530892054729,0.0,732.9559229970945,False,scenario matrix for internal paired optimization only; no external forecast validation
126,macro_stress_internal,macro_stress_internal,12000,0.205,141.03563164635727,0.0,731.2740096153603,False,scenario matrix for internal paired optimization only; no external forecast validation
127,vintage_stress_internal,vintage_stress_internal,12000,0.20266666666666666,148.25671059805688,0.0,722.1715400820411,False,scenario matrix for internal paired optimization only; no external forecast validation
