loan_id,loan_amnt,grade,score_decile,income_band,dti_band,period,mean_return_v285,pricing_block_ids_v285,tight_block_count_v285,return_improving_drop_rows_v285,budget_return_drop_rows_v285,grade_source_feasible_drop_rows_v285,score_decile_source_feasible_drop_rows_v285,joint_tight_source_feasible_drop_rows_v285,all_source_prefilter_drop_rows_v285,best_budget_return_drop_loan_id_v285,best_budget_return_delta_v285,best_budget_return_drop_mean_return_v285,candidate_screen_role_v285,claim_boundary_v285
165382274,40000.0,A,0,4,0,2020,883.9433199290119,grade=A|score_decile=0,2,169,1,0,0,0,0,138240169,25.641516168090334,858.3018037609215,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
130171815,40000.0,A,0,4,0,2018,527.0141293862748,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
138624297,40000.0,A,0,4,1,2018,525.2631742282357,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
126775973,40000.0,A,0,4,0,2018,518.4032154495205,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
144885292,22000.0,A,0,4,1,2018,518.2076123204159,grade=A|score_decile=0,2,165,1,0,0,0,0,131999400,40.62342292717534,477.5841893932406,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
126636088,25000.0,A,0,4,0,2018,517.2279567047295,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
142172742,25000.0,A,0,4,0,2018,515.8342693693211,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
165418646,40000.0,A,0,3,4,2020,514.7979796453636,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
146849277,29400.0,A,0,3,1,2019,511.3214883779738,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
136540082,32925.0,A,0,4,0,2018,509.6367408967643,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
126151433,36000.0,A,0,3,0,2018,508.20159247942956,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
147694317,30000.0,A,0,4,0,2019,498.8167577626754,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
144908663,23175.0,A,0,4,1,2018,497.6447577837419,grade=A|score_decile=0,2,165,1,0,0,0,0,131999400,20.060568390501317,477.5841893932406,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
149805943,24000.0,A,0,4,0,2019,492.2978590550398,grade=A|score_decile=0,2,165,1,0,0,0,0,131999400,14.713669661799202,477.5841893932406,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
126494478,40000.0,A,0,4,0,2018,483.7081417758745,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
127045713,40000.0,A,0,4,0,2018,483.7081417758745,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139226049,25000.0,A,0,4,0,2018,483.3468610317574,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
138169582,25000.0,A,0,4,0,2018,483.3468610317574,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
161623470,20000.0,A,0,4,0,2019,479.7448774662939,grade=A|score_decile=0,2,165,7,0,0,0,0,160447435,132.19957698936702,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
127545027,30000.0,A,0,4,3,2018,476.921913898149,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
126684370,30000.0,A,0,4,0,2018,476.921913898149,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
157309530,40000.0,A,0,4,3,2019,476.50654795716235,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
137801455,25000.0,A,0,4,1,2018,473.07271697208705,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139123333,25000.0,A,0,4,0,2018,473.07271697208705,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
138691038,25000.0,A,0,3,2,2018,473.07271697208705,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
146368514,40000.0,A,0,4,0,2019,471.67549439180084,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
144406546,20000.0,A,0,4,0,2018,471.0978293821964,grade=A|score_decile=0,2,164,6,0,0,0,0,160447435,123.55252890526953,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
126336509,33175.0,A,0,4,2,2018,466.4324909171822,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139483294,40000.0,A,0,4,0,2018,466.1029759041844,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139706230,40000.0,A,0,4,0,2018,466.1029759041844,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
140192208,40000.0,A,0,4,0,2018,466.1029759041844,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
126342852,25000.0,A,0,3,1,2018,465.08087779180335,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
128417752,40000.0,A,0,4,0,2018,463.95409391652146,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
165759556,40000.0,A,0,4,0,2020,460.7198337957414,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
164460530,40000.0,A,0,4,1,2020,460.7198337957414,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
163986537,40000.0,A,0,4,0,2020,460.7198337957414,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
155829917,40000.0,A,0,4,0,2019,460.5909039920261,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
144724717,34000.0,A,0,4,2,2018,455.13699152639947,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139082760,28800.0,A,0,4,1,2018,445.787035317443,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
127100448,28000.0,A,0,4,1,2018,445.12711963827246,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141955753,35000.0,A,0,4,0,2018,441.33651163625785,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
148053687,40000.0,A,0,4,2,2019,441.08901035023376,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
152594691,20000.0,A,0,4,0,2019,435.98484433390905,grade=A|score_decile=0,2,164,6,0,0,0,0,160447435,88.4395438569822,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
128239662,40000.0,A,0,4,0,2018,435.7161571697115,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141804011,20000.0,A,0,4,0,2018,433.05152052145553,grade=A|score_decile=0,2,164,6,0,0,0,0,160447435,85.50622004452867,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
129233088,40000.0,A,0,4,0,2018,429.45941100591676,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
144801122,32000.0,A,0,3,1,2018,428.36422731896437,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
136153793,22500.0,A,0,3,2,2018,426.8324984967431,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
168658277,40000.0,A,0,4,0,2020,426.2176924630941,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141777575,40000.0,A,0,4,3,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139995016,40000.0,A,0,4,0,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
140658234,40000.0,A,0,4,1,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
140975045,40000.0,A,0,4,2,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141202379,40000.0,A,0,3,2,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
140308845,40000.0,A,0,4,1,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141962978,40000.0,A,0,4,1,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141816997,40000.0,A,0,4,1,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141932502,40000.0,A,0,4,0,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
142708555,40000.0,A,0,4,1,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
142109430,40000.0,A,0,4,0,2018,426.10304104291123,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
155064502,18900.0,A,0,4,0,2019,425.52920213623196,grade=A|score_decile=0,2,163,8,0,0,0,0,142188033,95.93604835810129,329.59315377813067,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
129199147,30000.0,A,0,4,0,2018,423.4713136192422,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
138377723,40000.0,A,0,4,0,2018,422.4877452861371,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
156518724,35000.0,A,0,4,0,2019,416.9432294625173,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
127802286,20000.0,A,0,4,0,2018,415.54407794099575,grade=A|score_decile=0,2,161,3,0,0,0,0,160447435,67.9987774640689,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
151315049,20000.0,A,0,4,1,2019,414.80069412271126,grade=A|score_decile=0,2,161,3,0,0,0,0,160447435,67.25539364578441,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
148497641,20000.0,A,0,4,0,2019,412.0901339820583,grade=A|score_decile=0,2,161,3,0,0,0,0,160447435,64.54483350513146,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
154331643,32000.0,A,0,4,0,2019,411.80219516536164,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
152952228,21050.0,A,0,4,0,2019,409.8030490016044,grade=A|score_decile=0,2,161,2,0,0,0,0,134336861,34.480760278334856,375.32228872326954,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141169513,40000.0,A,0,4,0,2018,409.77738480495816,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141150518,25000.0,A,0,4,1,2018,406.3144006518195,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
127937545,35000.0,A,0,3,2,2018,405.9598321769564,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
133331218,20000.0,A,0,4,0,2018,405.5283175863542,grade=A|score_decile=0,2,161,3,0,0,0,0,160447435,57.98301710942735,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
136782962,25000.0,A,0,4,0,2018,404.243805488722,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
126689519,30000.0,A,0,4,2,2018,403.7909814754919,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
130259258,40000.0,A,0,4,2,2018,403.1025779663404,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139007736,22000.0,A,0,3,3,2018,402.465706373397,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139668106,20000.0,A,0,4,2,2018,401.23378749484385,grade=A|score_decile=0,2,161,3,0,0,0,0,160447435,53.688487017917,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
145845999,34000.0,A,0,4,2,2019,400.924170233031,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
148384485,19600.0,A,0,4,0,2019,400.3744795616322,grade=A|score_decile=0,2,161,3,0,0,0,0,160447435,52.829179084705345,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
148571417,19000.0,A,0,4,1,2019,399.63213541443304,grade=A|score_decile=0,2,161,5,0,0,0,0,142092329,53.35164118743188,346.28049422700116,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
127011767,25000.0,A,0,4,1,2018,397.4349282484577,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
146384632,30000.0,A,0,3,4,2019,396.2872183598561,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
134816326,30000.0,A,0,4,1,2018,395.9358228568636,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
143521432,18000.0,A,0,4,0,2018,395.191647552325,grade=A|score_decile=0,2,161,11,0,0,0,0,153285548,66.40074095197951,328.79090660034547,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139915612,40000.0,A,0,4,1,2018,395.1486601631155,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
139665622,40000.0,A,0,4,0,2018,395.1486601631155,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
140285106,40000.0,A,0,4,1,2018,395.1486601631155,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
140629382,40000.0,A,0,4,0,2018,395.1486601631155,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
140660579,40000.0,A,0,4,0,2018,395.1486601631155,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
140526418,40000.0,A,0,4,0,2018,395.1486601631155,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
137322291,40000.0,A,0,4,1,2018,394.79008878195486,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
154339324,32000.0,A,0,4,2,2019,393.36576481976056,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
162800303,30000.0,A,0,4,0,2019,388.8331714457408,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
160633253,20000.0,A,0,4,3,2019,388.49328639560946,grade=A|score_decile=0,2,161,3,0,0,0,0,160447435,40.947985918682605,347.54530047692685,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
136516792,24000.0,A,0,0,4,2018,388.07405326917257,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
152076124,40000.0,A,0,1,4,2019,384.4304353408584,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
141811954,36000.0,A,0,4,1,2018,383.4927369386205,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,positive_return_source_tight_candidate,candidate-level source-tight pricing diagnostic; not an entering-column certificate
