validation_item,source_family,method_v41,method_scope_v41,min_support_v41,lambda_observed_v41,width_penalty_v41,source_month_defended_min_v41,policy_month_defended_min_v41,avg_width_loan_v41,policy_month_directly_measured_v41,gate_source80_policy90_width95_v41,strict_live_deployability_claim_allowed,claim_boundary_v41,method_score_v41
leave_source_family_view::dti_band,dti_band,parent_pool_m5,hierarchical_source_family_pooling,5,0.0,0.0,0.8,0.9,0.9342434494753106,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.23230641570374644
leave_source_family_view::dti_band,dti_band,parent_pool_m8,hierarchical_source_family_pooling,8,0.05,0.0,0.85625,0.9,0.9345776100097395,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.47997109927633785
leave_source_family_view::dti_band,dti_band,adaptive_shrink_m10_l10,hierarchical_source_family_pooling,10,0.1,0.002,0.8600000000000001,0.9,0.9329117705441684,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5082796621831497
leave_source_family_view::dti_band,dti_band,adaptive_shrink_m15_l15,hierarchical_source_family_pooling,15,0.15,0.004,0.84,0.9,0.9312459310785973,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.4310326695344049
leave_source_family_view::dti_band,dti_band,width_guarded_m20_l10,hierarchical_source_family_pooling,20,0.1,0.006,0.8600000000000001,0.9,0.9289117705441684,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5362340875182549
leave_source_family_view::income_band,income_band,parent_pool_m5,hierarchical_source_family_pooling,5,0.0,0.0,0.8,0.9,0.9342434494753106,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.23230641570374644
leave_source_family_view::income_band,income_band,parent_pool_m8,hierarchical_source_family_pooling,8,0.05,0.0,0.86625,0.9,0.934744789710727,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5232471906035817
leave_source_family_view::income_band,income_band,adaptive_shrink_m10_l10,hierarchical_source_family_pooling,10,0.1,0.002,0.88,0.9,0.9332461299461435,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5948318448376371
leave_source_family_view::income_band,income_band,adaptive_shrink_m15_l15,hierarchical_source_family_pooling,15,0.15,0.004,0.87,0.9,0.93174747018156,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5608609435161368
leave_source_family_view::income_band,income_band,width_guarded_m20_l10,hierarchical_source_family_pooling,20,0.1,0.006,0.88,0.9,0.9292461299461435,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.6227862701727422
leave_source_family_view::original_grade,original_grade,parent_pool_m5,hierarchical_source_family_pooling,5,0.0,0.0,0.8,0.9,0.9342434494753106,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.23230641570374644
leave_source_family_view::original_grade,original_grade,parent_pool_m8,hierarchical_source_family_pooling,8,0.05,0.0,0.8645833333333333,0.9,0.9352889248325981,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5120370370370363
leave_source_family_view::original_grade,original_grade,adaptive_shrink_m10_l10,hierarchical_source_family_pooling,10,0.1,0.002,0.8766666666666667,0.9,0.9343344001898856,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5724115377045467
leave_source_family_view::original_grade,original_grade,adaptive_shrink_m15_l15,hierarchical_source_family_pooling,15,0.15,0.004,0.865,0.9,0.933379875547173,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5272304828165008
leave_source_family_view::original_grade,original_grade,width_guarded_m20_l10,hierarchical_source_family_pooling,20,0.1,0.006,0.8766666666666667,0.9,0.9303344001898856,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.6003659630396518
leave_source_family_view::period,period,parent_pool_m5,hierarchical_source_family_pooling,5,0.0,0.0,0.8,0.9,0.9342434494753106,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.23230641570374644
leave_source_family_view::period,period,parent_pool_m8,hierarchical_source_family_pooling,8,0.05,0.0,0.8669642857142856,0.9,0.9344349078334088,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5285874362287337
leave_source_family_view::period,period,adaptive_shrink_m10_l10,hierarchical_source_family_pooling,10,0.1,0.002,0.8814285714285715,0.9,0.932626366191507,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.6055123360879416
leave_source_family_view::period,period,adaptive_shrink_m15_l15,hierarchical_source_family_pooling,15,0.15,0.004,0.8721428571428571,0.9,0.9308178245496052,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5768816803915933
leave_source_family_view::period,period,width_guarded_m20_l10,hierarchical_source_family_pooling,20,0.1,0.006,0.8814285714285715,0.9,0.928626366191507,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.6334667614230468
leave_source_family_view::score_decile,score_decile,parent_pool_m5,hierarchical_source_family_pooling,5,0.0,0.0,0.8,0.9,0.9342434494753106,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.23230641570374644
leave_source_family_view::score_decile,score_decile,parent_pool_m8,hierarchical_source_family_pooling,8,0.05,0.0,0.8645833333333333,0.9,0.9350137375670434,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.513960212504066
leave_source_family_view::score_decile,score_decile,adaptive_shrink_m10_l10,hierarchical_source_family_pooling,10,0.1,0.002,0.8766666666666667,0.9,0.9337840256587764,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5762578886386054
leave_source_family_view::score_decile,score_decile,adaptive_shrink_m15_l15,hierarchical_source_family_pooling,15,0.15,0.004,0.865,0.9,0.9325543137505092,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5330000092175893
leave_source_family_view::score_decile,score_decile,width_guarded_m20_l10,hierarchical_source_family_pooling,20,0.1,0.006,0.8766666666666667,0.9,0.9297840256587764,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.6042123139737106
leave_source_family_view::state_top20,state_top20,parent_pool_m5,hierarchical_source_family_pooling,5,0.0,0.0,0.8,0.9,0.9342434494753106,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.23230641570374644
leave_source_family_view::state_top20,state_top20,parent_pool_m8,hierarchical_source_family_pooling,8,0.05,0.0,0.87125,0.9,0.9351764349335213,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.5424528142878396
leave_source_family_view::state_top20,state_top20,adaptive_shrink_m10_l10,hierarchical_source_family_pooling,10,0.1,0.002,0.8900000000000001,0.9,0.9341094203917322,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.6332430922061527
leave_source_family_view::state_top20,state_top20,adaptive_shrink_m15_l15,hierarchical_source_family_pooling,15,0.15,0.004,0.885,0.9,0.9330424058499429,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.6184778145689098
leave_source_family_view::state_top20,state_top20,width_guarded_m20_l10,hierarchical_source_family_pooling,20,0.1,0.006,0.8900000000000001,0.9,0.9301094203917322,False,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.6611975175412579
month_bootstrap_min,global_or_temporal,parent_pool_m5,direct_temporal_or_nominal_holdout,5,0.0,0.0,0.8,0.9,0.9341074582242176,True,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.233256805022473
month_bootstrap_min,global_or_temporal,parent_pool_m8,direct_temporal_or_nominal_holdout,8,0.05,0.0,0.8,0.9,0.9341074582242176,True,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.233256805022473
month_bootstrap_min,global_or_temporal,adaptive_shrink_m10_l10,direct_temporal_or_nominal_holdout,10,0.1,0.002,0.8,0.9,0.9321074582242176,True,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.24723401769002562
month_bootstrap_min,global_or_temporal,adaptive_shrink_m15_l15,direct_temporal_or_nominal_holdout,15,0.15,0.004,0.8,0.9,0.9301074582242176,True,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.2612112303575782
month_bootstrap_min,global_or_temporal,width_guarded_m20_l10,direct_temporal_or_nominal_holdout,20,0.1,0.006,0.8,0.9,0.9281074582242176,True,True,False,source-family replay calibration; policy-month may be borrowed from global support grid; not live deployment,0.27518844302513085
