candidate_rank_v288,added_loan_id_v288,drop_rank_v288,dropped_loan_id_v288,dropped_loan_amount_v288,dropped_mean_return_v288,claim_boundary_v288
245,126739093,1,159357211,1500.0,37.236996479670715,selected by exact source-relief MILP for diagnostic pricing only
245,126739093,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
245,126739093,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
245,126739093,4,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
245,126739093,5,160327845,7500.0,186.18498239835355,selected by exact source-relief MILP for diagnostic pricing only
246,136742560,1,159357211,1500.0,37.236996479670715,selected by exact source-relief MILP for diagnostic pricing only
246,136742560,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
246,136742560,3,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
246,136742560,4,158700271,8000.0,198.2323499409941,selected by exact source-relief MILP for diagnostic pricing only
246,136742560,5,159850257,11025.0,273.69192412557953,selected by exact source-relief MILP for diagnostic pricing only
247,131213218,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
247,131213218,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
247,131213218,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
247,131213218,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
247,131213218,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
247,131213218,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
248,136750493,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
248,136750493,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
248,136750493,3,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
249,145325232,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
249,145325232,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
249,145325232,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
249,145325232,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
249,145325232,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
250,136489387,1,148096150,1000.0,27.38487574759364,selected by exact source-relief MILP for diagnostic pricing only
250,136489387,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
251,142507185,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
251,142507185,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
251,142507185,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
251,142507185,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
252,126640900,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
252,126640900,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
252,126640900,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
252,126640900,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
252,126640900,5,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
253,137196135,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
253,137196135,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
253,137196135,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
253,137196135,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
253,137196135,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
254,148981250,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
254,148981250,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
254,148981250,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
254,148981250,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
254,148981250,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
254,148981250,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
255,138971225,1,148096150,1000.0,27.38487574759364,selected by exact source-relief MILP for diagnostic pricing only
255,138971225,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
256,138055910,1,148096150,1000.0,27.38487574759364,selected by exact source-relief MILP for diagnostic pricing only
256,138055910,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
257,137741971,1,148096150,1000.0,27.38487574759364,selected by exact source-relief MILP for diagnostic pricing only
257,137741971,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
258,134388274,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
258,134388274,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
258,134388274,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
258,134388274,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
259,134914787,1,148096150,1000.0,27.38487574759364,selected by exact source-relief MILP for diagnostic pricing only
259,134914787,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
260,128767377,1,159357211,1500.0,37.236996479670715,selected by exact source-relief MILP for diagnostic pricing only
260,128767377,2,137182894,1800.0,44.22659987973943,selected by exact source-relief MILP for diagnostic pricing only
260,128767377,3,161626478,2400.0,59.91771594001454,selected by exact source-relief MILP for diagnostic pricing only
260,128767377,4,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
260,128767377,5,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
260,128767377,6,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
260,128767377,7,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
260,128767377,8,158700271,8000.0,198.2323499409941,selected by exact source-relief MILP for diagnostic pricing only
261,155359072,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
261,155359072,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
262,130143567,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
262,130143567,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
262,130143567,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
262,130143567,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
262,130143567,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
262,130143567,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
263,140247987,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
263,140247987,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
264,139638153,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
264,139638153,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
264,139638153,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
264,139638153,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
264,139638153,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
264,139638153,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
265,140166834,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
265,140166834,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
265,140166834,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
265,140166834,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
265,140166834,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
265,140166834,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
266,143367756,1,159357211,1500.0,37.236996479670715,selected by exact source-relief MILP for diagnostic pricing only
266,143367756,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
266,143367756,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
266,143367756,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
266,143367756,5,160327845,7500.0,186.18498239835355,selected by exact source-relief MILP for diagnostic pricing only
267,148115741,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
267,148115741,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
268,146777657,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
268,146777657,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
268,146777657,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
268,146777657,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
268,146777657,5,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
269,147405633,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
269,147405633,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
269,147405633,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
