candidate_rank_v288,added_loan_id_v288,added_loan_amount_v288,added_mean_return_v288,pricing_block_ids_v288,relief_milp_success_v288,relief_milp_status_v288,relief_milp_gap_v288,drop_count_v288,drop_exposure_v288,drop_mean_return_v288,return_delta_after_exact_relief_v288,objective_return_after_exact_relief_v288,exposure_after_exact_relief_v288,source_min_slack_after_exact_relief_v288,max_source_share_after_exact_relief_v288,source_cap_violations_after_exact_relief_v288,first_source_block_family_v288,first_source_block_id_v288,cvar90_after_exact_relief_v288,budget_source_cvar_feasible_exact_relief_v288,return_positive_exact_relief_v288,exact_relief_entering_column_v288,cardinality_preserved_v288,cardinality_after_exact_relief_v288,claim_boundary_v288
299,160508188,11200.0,278.0362403815413,grade=A|score_decile=0,True,0,0.0,4,11350.0,277.3334797651132,0.7027606164280655,3103.245175802254,843475.0,2.7195389862066932e-05,0.8999673967811731,0,,,98339.15073561847,True,True,True,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
289,136519138,15000.0,282.8147110833265,grade=A|score_decile=0,True,0,0.0,4,15000.0,366.32848920449476,-83.51377812116829,3019.0286370646577,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98130.71142267674,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
291,142992157,15000.0,282.0034000025046,grade=A|score_decile=0,True,0,2.874341775627243e-09,4,15000.0,366.32848920449476,-84.32508920199018,3018.217325983836,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98579.05004639068,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
248,136750493,16000.0,303.5253322643508,grade=A|score_decile=0,True,0,0.0,3,16000.0,393.68184432694966,-90.15651206259884,3012.3859031232273,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97838.7452578189,True,False,False,False,169,rank 201-400 exact joint source-relief diagnostic only; not global pricing
206,135261793,17000.0,325.67347123774414,grade=A|score_decile=0,True,0,0.0,4,17050.0,416.1664817901567,-90.49301055241256,3012.0494046334134,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97893.72464202823,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
276,140791329,16000.0,290.14831688840866,grade=A|score_decile=0,True,0,0.0,3,16000.0,393.68184432694966,-103.533527438541,2999.008887747285,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97868.4235303749,True,False,False,False,169,rank 201-400 exact joint source-relief diagnostic only; not global pricing
391,130696055,14500.0,243.496084114106,grade=A|score_decile=0,True,0,0.0,5,14500.0,357.6371243936471,-114.14104027954113,2988.401374906285,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98204.14454102502,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
368,138953878,15000.0,252.03054557941007,grade=A|score_decile=0,True,0,2.874341775627243e-09,4,15000.0,366.32848920449476,-114.29794362508468,2988.244471560741,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98415.65317866855,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
378,147996679,15000.0,249.4083788813377,grade=A|score_decile=0,True,0,2.874341775627243e-09,4,15000.0,366.32848920449476,-116.92011032315705,2985.622304862669,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98418.04410944057,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
344,130957312,15500.0,260.2889175012856,grade=A|score_decile=0,True,0,0.0,5,15550.0,379.5792632346386,-119.29034573335298,2983.252069452473,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98049.61007212348,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
207,135660860,18275.0,325.62819160058774,grade=A|score_decile=0,True,0,0.0,6,18300.0,447.79208556390483,-122.1638939633171,2980.378521222509,843600.0,5.429695151937253e-06,0.8999822190611664,0,,,98146.51151109593,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
390,142268965,15000.0,243.78864039109183,grade=A|score_decile=0,True,0,2.874341775627243e-09,4,15000.0,366.32848920449476,-122.53984881340293,2980.002566372423,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98357.06734800582,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
393,142843536,15000.0,242.3917045906314,grade=A|score_decile=0,True,0,2.874341775627243e-09,4,15000.0,366.32848920449476,-123.93678461386335,2978.6056305719626,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98352.49085022097,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
359,145742946,15500.0,253.74354813355453,grade=A|score_decile=0,True,0,0.0,5,15550.0,379.5792632346386,-125.83571510108405,2976.706700084742,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98340.1988088531,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
227,146735783,18000.0,313.05397247631043,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-129.55904353290776,2972.9833716529183,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98294.8141700418,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
240,154381930,18000.0,308.0659067964117,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-134.5471092128065,2967.9953059730196,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98319.68851188374,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
371,161303650,15775.0,250.59923567951,grade=A|score_decile=0,True,0,0.0,5,15850.0,386.5688666347073,-135.96963095519732,2966.5727842306287,843550.0,1.4135198961096052e-05,0.8999762906763085,0,,,98551.2977659017,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
245,126739093,18000.0,306.2481466153525,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-136.36486939386572,2966.1775457919603,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97883.74982237576,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
376,148748639,16000.0,249.76166985478423,grade=A|score_decile=0,True,0,0.0,3,16000.0,393.68184432694966,-143.92017447216543,2958.6222407136606,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98188.31341225038,True,False,False,False,169,rank 201-400 exact joint source-relief diagnostic only; not global pricing
290,131385920,18000.0,282.1476286764285,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-160.4653873327897,2942.0770278530363,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98388.98927378323,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
294,149208899,18000.0,280.9818785866321,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-161.6311374225861,2940.91127776324,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98342.21923885484,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
374,134738108,17000.0,250.20009244400492,grade=A|score_decile=0,True,0,0.0,4,17050.0,416.1664817901567,-165.96638934615177,2936.5760258396745,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98434.13410225339,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
310,140828035,18000.0,273.1445701318335,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-169.46844587738468,2933.0739693084415,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98087.416143334,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
346,145932282,17500.0,260.10505704185505,grade=A|score_decile=0,True,0,0.0,4,17500.0,430.9188408066203,-170.81378376476528,2931.7286314210605,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98220.92397928682,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
218,147280490,20000.0,318.02654453758674,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-171.45317429068194,2931.089240895144,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98279.22468945711,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
318,141705356,18000.0,269.2509377136216,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-173.36207829559658,2929.1803368902292,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98086.49018513711,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
236,158935992,19775.0,309.61267948807074,grade=A|score_decile=0,True,0,0.0,6,19800.0,486.8396158889576,-177.22693640088687,2925.315478784939,843600.0,5.429695151937253e-06,0.8999822190611664,0,,,98613.32257206106,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
233,148167086,20000.0,312.2020873184801,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-177.2776315097886,2925.2647836760375,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98490.2901357373,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
332,136590596,18000.0,264.6509386244739,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-177.9620773847443,2924.580337801082,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98074.52439933873,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
237,140579566,20000.0,309.5743300815578,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-179.9053887467109,2922.6370264391153,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98362.74808435809,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
202,140266167,20850.0,330.4658368028777,grade=A|score_decile=0,True,0,0.0,5,20850.0,511.48797953758947,-181.0221427347118,2921.520272451114,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98095.30755217241,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
242,145943299,20000.0,307.4480939072047,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-182.031624921064,2920.510790264762,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98505.3482312082,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
349,139190889,18000.0,258.57666150702005,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-184.03635450219815,2918.5060606836278,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98363.56871667352,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
249,145325232,20000.0,303.4668891337578,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-186.0128296945109,2916.529585491315,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98637.13181824781,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
203,159371371,21050.0,329.57506463837626,grade=A|score_decile=0,True,0,0.0,4,21050.0,516.8330739507236,-187.25800931234733,2915.2844058734786,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98475.3484489851,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
204,158111473,21050.0,329.57506463837626,grade=A|score_decile=0,True,0,0.0,4,21050.0,516.8330739507236,-187.25800931234733,2915.2844058734786,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98475.3484489851,True,False,False,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
253,137196135,20000.0,301.36836810236366,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-188.11135072590503,2914.431064459921,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98180.89889863547,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
377,141331078,18000.0,249.59102431664377,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-193.02199169257443,2909.5204234932517,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98296.07170980444,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
381,142226704,18000.0,247.4391635092067,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-195.1738525000115,2907.3685626858146,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98653.05276525734,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
273,156192083,20000.0,291.38473627172186,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-198.09498255654682,2904.4474326292793,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98551.72612962725,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
395,126456045,18000.0,242.2745888852953,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-200.3384271239229,2902.203988061903,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98142.54368553826,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
281,128123435,20000.0,284.3142090794951,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-205.16550974877362,2897.3769054370523,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98338.3190109735,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
334,137928823,19200.0,264.5407826094633,grade=A|score_decile=0,True,0,0.0,6,19200.0,470.4728050242487,-205.93202241478542,2896.6103927710406,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98384.0306290894,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
293,130375024,20000.0,281.06177569130443,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-208.41794313696425,2894.1244720488617,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98174.76830593069,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
297,162403533,20000.0,279.31429950012125,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-210.16541932814744,2892.3769958576786,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98387.91960841932,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
300,142676634,20000.0,277.32336035182624,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-212.15635847644245,2890.3860567093834,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98439.01510345911,True,False,False,False,167,rank 201-400 exact joint source-relief diagnostic only; not global pricing
219,134814363,21600.0,317.9012939288532,grade=A|score_decile=0,True,0,0.0,6,21850.0,533.7063187080081,-215.8050247791549,2886.7373904066712,843375.0,4.446420631398773e-05,0.899955535793686,0,,,98432.19388494952,True,False,False,False,166,rank 201-400 exact joint source-relief diagnostic only; not global pricing
