policy_id,source_family,worst_avg_pd,worst_avg_width,support_pass_share,diagnostic_cells,claim_boundary_v29
paper1_economic_champion,dti_band,0.2840729672270273,0.55,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,dti_band,0.1013179495952411,0.844004967815183,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,income_band,0.1013179495952411,0.844004967815183,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,income_band__dti_band,0.1013179495952411,0.844004967815183,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,original_grade,0.20391076173032735,0.9351660414700941,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,original_grade__state_top20,0.20391076173032735,0.9351660414700941,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,period,0.108832889726678,0.8445145322667763,1.0,2,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,score_decile,0.1013179495952411,0.844004967815183,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,score_decile__original_grade,0.20391076173032735,0.9351660414700941,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_bellman_rollout,state_top20,0.1013179495952411,0.844004967815183,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,dti_band,0.10110269345327695,0.8442199098854596,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,income_band,0.10110269345327695,0.8442199098854596,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,income_band__dti_band,0.10110269345327695,0.8442199098854596,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,original_grade,0.20676502421747983,0.9351660414700941,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,original_grade__state_top20,0.20676502421747983,0.9351660414700941,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,period,0.10869133341832278,0.8444977311933508,1.0,2,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,score_decile,0.10110269345327695,0.8442199098854596,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,score_decile__original_grade,0.20676502421747983,0.9351660414700941,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_capital_guarded,state_top20,0.10110269345327695,0.8442199098854596,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,dti_band,0.10314064426739306,0.8438854937736576,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,income_band,0.10314064426739306,0.8438854937736576,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,income_band__dti_band,0.10314064426739306,0.8438854937736576,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,original_grade,0.20723719570465218,0.9349655402169613,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,original_grade__state_top20,0.20723719570465218,0.9349655402169613,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,period,0.1107084041601908,0.8446307869506329,1.0,2,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,score_decile,0.10314064426739306,0.8438854937736576,1.0,1,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,score_decile__original_grade,0.20723719570465218,0.9349655402169613,0.5,6,observable source governance only; no protected-attribute inference
v13_fvi_return_recovery,state_top20,0.10314064426739306,0.8438854937736576,1.0,1,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,dti_band,0.5471714046660107,0.8608290670353279,0.5,6,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,income_band,0.3491162690801678,0.8215807891149464,0.8,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,income_band__dti_band,0.7383968837047618,0.9730607783121994,0.043478260869565216,23,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,original_grade,0.7288304444685298,0.9160740659605021,0.5714285714285714,7,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,original_grade__state_top20,0.7383968837047618,0.9387750640264851,0.0,90,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,period,0.3622162453568504,0.8805595785297599,0.8,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,score_decile,0.7123369781801245,0.8490703671327345,0.6,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,score_decile__original_grade,0.7296225796233402,0.9330607783121994,0.05263157894736842,19,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_base,state_top20,0.39336670834583465,0.8436816790555314,0.09523809523809523,21,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,dti_band,0.45056893172332924,0.8893107783121994,0.5,6,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,income_band,0.30016347171152136,0.8327807718594467,0.8,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,income_band__dti_band,0.7383968837047618,0.9730607783121994,0.043478260869565216,23,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,original_grade,0.7288304444685298,0.9231383909051158,0.7142857142857143,7,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,original_grade__state_top20,0.7383968837047618,0.9530607783121994,0.0,96,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,period,0.3186397569630048,0.8777026315554642,0.8,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,score_decile,0.7144038724157922,0.8600814542064785,0.8,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,score_decile__original_grade,0.7296225796233402,0.9355607783121993,0.05263157894736842,19,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_return_recovery,state_top20,0.39336670834583465,0.8333685635564881,0.09523809523809523,21,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,dti_band,0.6711852519749313,0.8760264538696982,0.6,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,income_band,0.6755390529737235,0.8404798134382744,0.6,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,income_band__dti_band,0.7208482755419188,0.9730607783121994,0.0,21,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,original_grade,0.7256416313897859,0.8820527310207915,0.6,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,original_grade__state_top20,0.7280383093137194,0.9463941116455327,0.0,58,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,period,0.5529632145466963,0.8676931205363649,0.8,5,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,score_decile,0.7044990165710142,0.8486736048671939,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,score_decile__original_grade,0.7280383093137194,0.8964418755077642,0.1111111111111111,9,observable source governance only; no protected-attribute inference
v13_mdcp_empirical_tight,state_top20,0.4976765702329064,0.8200324817290274,0.047619047619047616,21,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,dti_band,0.169956285050193,0.7977969318423153,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,income_band,0.169956285050193,0.7977969318423153,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,income_band__dti_band,0.169956285050193,0.7977969318423153,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,original_grade,0.20130229891739795,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,original_grade__state_top20,0.20130229891739795,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,period,0.19200833067009496,0.8308807142756394,1.0,5,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,score_decile,0.169956285050193,0.7977969318423153,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,score_decile__original_grade,0.20130229891739795,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_audit_guarded,state_top20,0.169956285050193,0.7977969318423153,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,dti_band,0.17225578030791763,0.8167514473512459,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,income_band,0.17225578030791763,0.8167514473512459,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,income_band__dti_band,0.17225578030791763,0.8167514473512459,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,original_grade,0.1922640341623893,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,original_grade__state_top20,0.1922640341623893,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,period,0.17926305830472247,0.8319601292234283,1.0,5,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,score_decile,0.17225578030791763,0.8167514473512459,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,score_decile__original_grade,0.1922640341623893,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_balanced,state_top20,0.17225578030791763,0.8167514473512459,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,dti_band,0.1824109978783299,0.819128817807709,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,income_band,0.1824109978783299,0.819128817807709,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,income_band__dti_band,0.1824109978783299,0.819128817807709,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,original_grade,0.2008921333087017,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,original_grade__state_top20,0.2008921333087017,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,period,0.18797957363956577,0.8298675650249765,1.0,5,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,score_decile,0.1824109978783299,0.819128817807709,1.0,1,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,score_decile__original_grade,0.2008921333087017,0.8311503416856492,0.6666666666666666,3,observable source governance only; no protected-attribute inference
v13_spo_regret_return_recovery,state_top20,0.1824109978783299,0.819128817807709,1.0,1,observable source governance only; no protected-attribute inference
v13_static_reference,dti_band,0.8325448029404233,0.7702612592916485,1.0,1,observable source governance only; no protected-attribute inference
v13_static_reference,income_band,0.8325448029404233,0.7702612592916485,1.0,1,observable source governance only; no protected-attribute inference
v13_static_reference,income_band__dti_band,0.8325448029404233,0.7702612592916485,0.0,1,observable source governance only; no protected-attribute inference
v13_static_reference,original_grade,0.8931469646446923,0.8436816790555314,0.0,4,observable source governance only; no protected-attribute inference
v13_static_reference,original_grade__state_top20,0.8931469646446923,0.8436816790555314,0.0,4,observable source governance only; no protected-attribute inference
v13_static_reference,period,0.8512688004612978,0.8436816790555313,0.0,2,observable source governance only; no protected-attribute inference
v13_static_reference,score_decile,0.8325448029404233,0.7702612592916485,1.0,1,observable source governance only; no protected-attribute inference
v13_static_reference,score_decile__original_grade,0.8931469646446923,0.8436816790555314,0.0,4,observable source governance only; no protected-attribute inference
v13_static_reference,state_top20,0.8325448029404233,0.7702612592916485,1.0,1,observable source governance only; no protected-attribute inference
