link_asset_id,parent_activity_id,parent_post_number,source_url,canonical_url,http_status,source_type,access_status,title,local_html_path,local_text_path,local_binary_path,checksum,handling_decision,claim_use_rule,stop_condition,error
7421824489165979649_external_05,7421824489165979649,16,https://lnkd.in/d3itQCBi,https://github.com/deburky/credit-risk-modeling-on-aws,200,github,reachable,GitHub - deburky/credit-risk-modeling-on-aws: Credit Risk Modeling on AWS project,external_sources/raw/7421824489165979649_external_05/source.html,external_sources/raw/7421824489165979649_external_05/source_text.txt,,00945d6cb807cf98cce93f3013285a5fbfbc7bd266caa36fb3fe00e70b4cc9db,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7421223494132314112_external_01,7421223494132314112,17,https://www.linkedin.com/company/cursorai/,https://www.linkedin.com/company/cursorai/,200,linkedin_company,reachable,Cursor | LinkedIn,external_sources/raw/7421223494132314112_external_01/source.html,external_sources/raw/7421223494132314112_external_01/source_text.txt,,fd2dcb4288bc14448d4356f9b09f4e5c1d73e74668419c330ab3d39422e2a166,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7419287581689008128_external_01,7419287581689008128,18,https://lnkd.in/d3itQCBi,https://github.com/deburky/credit-risk-modeling-on-aws,200,github,reachable,GitHub - deburky/credit-risk-modeling-on-aws: Credit Risk Modeling on AWS project,external_sources/raw/7419287581689008128_external_01/source.html,external_sources/raw/7419287581689008128_external_01/source_text.txt,,00945d6cb807cf98cce93f3013285a5fbfbc7bd266caa36fb3fe00e70b4cc9db,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7416750932140552192_external_01,7416750932140552192,20,https://lnkd.in/dFgQAEWG,https://github.com/xRiskLab/fastwoe,200,github,reachable,GitHub - xRiskLab/fastwoe: Fast Weight of Evidence (WOE) Encoding and Inference,external_sources/raw/7416750932140552192_external_01/source.html,external_sources/raw/7416750932140552192_external_01/source_text.txt,,7ea92bf56c3d33b55952305054c0f6bc91fe4767322bc949f7a65582f6fba2d3,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7413851823381598208_external_01,7413851823381598208,21,https://www.linkedin.com/company/docker/,https://www.linkedin.com/company/docker/,200,linkedin_company,reachable,"Docker, Inc | LinkedIn",external_sources/raw/7413851823381598208_external_01/source.html,external_sources/raw/7413851823381598208_external_01/source_text.txt,,412bf670ae5f67ef4aee84d9d6301d5166e057131fcd125ef9cba7a9a8e1bf37,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7413851823381598208_external_02,7413851823381598208,21,https://www.linkedin.com/company/localstack-cloud/,https://www.linkedin.com/company/localstack-cloud/,200,linkedin_company,reachable,LocalStack | LinkedIn,external_sources/raw/7413851823381598208_external_02/source.html,external_sources/raw/7413851823381598208_external_02/source_text.txt,,3fb7d089fc97b6d01f7d19fbd7536ea5cf859b1ba8312871b0b1c1e119362e8e,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7413851823381598208_external_03,7413851823381598208,21,https://www.linkedin.com/company/amazon-sagemaker/,https://www.linkedin.com/company/amazon-sagemaker/,200,linkedin_company,reachable,Amazon SageMaker | LinkedIn,external_sources/raw/7413851823381598208_external_03/source.html,external_sources/raw/7413851823381598208_external_03/source_text.txt,,0c322b60a1398e0c3086ea4e2ee7370d4a45274d39423656a2c37d34cd64f68c,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7413851823381598208_external_04,7413851823381598208,21,https://lnkd.in/d3itQCBi,https://github.com/deburky/credit-risk-modeling-on-aws,200,github,reachable,GitHub - deburky/credit-risk-modeling-on-aws: Credit Risk Modeling on AWS project,external_sources/raw/7413851823381598208_external_04/source.html,external_sources/raw/7413851823381598208_external_04/source_text.txt,,00945d6cb807cf98cce93f3013285a5fbfbc7bd266caa36fb3fe00e70b4cc9db,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7407691340332834816_external_01,7407691340332834816,23,https://lnkd.in/dwfNbdnZ,https://docs.google.com/document/d/e/2PACX-1vQKovMuCpjl1TGzxJHFGJyh-WewCRhw6w3lWb3HxGIQfjn-JHoqibGdKB9H4Uidqrfl6oJNv20K3joV/pub,200,external_web,reachable,LLM and AI Notes,external_sources/raw/7407691340332834816_external_01/source.html,external_sources/raw/7407691340332834816_external_01/source_text.txt,,a7857f71157606d291b934b63098f2f1bde27c9ca69ef0941ca395878e5fa08e,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7404429791552270336_external_01,7404429791552270336,24,https://www.linkedin.com/in/sangjun-moon/,https://www.linkedin.com/in/sangjun-moon/,,linkedin_profile,blocked_or_http_error,,,,,,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",HTTPError: HTTP Error 999: <none>
7404429791552270336_external_02,7404429791552270336,24,https://www.linkedin.com/in/paul-edwards-to/,https://www.linkedin.com/in/paul-edwards-to/,,linkedin_profile,blocked_or_http_error,,,,,,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",HTTPError: HTTP Error 404: Not Found
7404429791552270336_external_03,7404429791552270336,24,https://lnkd.in/dag5Kqwf,https://github.com/xRiskLab/xBooster,200,github,reachable,"GitHub - xRiskLab/xBooster: Explainable Boosted Scoring with Python: turning XGBoost, LightGBM, and CatBoost into explainable scorecards",external_sources/raw/7404429791552270336_external_03/source.html,external_sources/raw/7404429791552270336_external_03/source_text.txt,,b80e22df21ed0211150e1c8788da762e74d7c0563bdb3dede4f1168037c78adf,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7401530693182427137_external_01,7401530693182427137,25,https://lnkd.in/dC8RPJ3U,https://aws.plainenglish.io/sagemaker-mlflow-pipelines-automating-end-to-end-ml-workloads-on-aws-ea23f1d469ea?gi=45ea12262562,200,external_web,reachable,SageMaker MLflow Pipelines: Automating End-to-End ML Workloads on AWS | by Denis Burakov | AWS in Plain English,external_sources/raw/7401530693182427137_external_01/source.html,external_sources/raw/7401530693182427137_external_01/source_text.txt,,f17f6b87c8530fa85914c851d33e8e5ec0c727009296b9a6499372dd296e1d8c,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7401530693182427137_external_02,7401530693182427137,25,https://medium.com/aws-in-plain-english/sagemaker-mlflow-pipelines-automating-end-to-end-ml-workloads-on-aws-ea23f1d469ea,https://medium.com/aws-in-plain-english/sagemaker-mlflow-pipelines-automating-end-to-end-ml-workloads-on-aws-ea23f1d469ea,,blog_medium,blocked_or_http_error,,,,,,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",HTTPError: HTTP Error 403: Forbidden
7397906690391601154_external_01,7397906690391601154,27,https://www.linkedin.com/company/fico/,https://www.linkedin.com/company/fico/,200,linkedin_company,reachable,FICO | LinkedIn,external_sources/raw/7397906690391601154_external_01/source.html,external_sources/raw/7397906690391601154_external_01/source_text.txt,,ed607a153981157712096f1cdd30dd468fbbf8975703360b916ddfe1ccb8c5b7,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7396457171279970304_external_01,7396457171279970304,28,https://www.linkedin.com/in/naeem-siddiqi-9442815/,https://www.linkedin.com/in/naeem-siddiqi-9442815/,,linkedin_profile,blocked_or_http_error,,,,,,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",HTTPError: HTTP Error 404: Not Found
7396457171279970304_external_02,7396457171279970304,28,https://www.linkedin.com/in/juan-antonio-montero-de-espinosa-68803391/,https://www.linkedin.com/in/juan-antonio-montero-de-espinosa-68803391/,,linkedin_profile,blocked_or_http_error,,,,,,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",HTTPError: HTTP Error 404: Not Found
7396457171279970304_external_03,7396457171279970304,28,https://lnkd.in/dag5Kqwf,https://github.com/xRiskLab/xBooster,200,github,reachable,"GitHub - xRiskLab/xBooster: Explainable Boosted Scoring with Python: turning XGBoost, LightGBM, and CatBoost into explainable scorecards",external_sources/raw/7396457171279970304_external_03/source.html,external_sources/raw/7396457171279970304_external_03/source_text.txt,,b80e22df21ed0211150e1c8788da762e74d7c0563bdb3dede4f1168037c78adf,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7396457171279970304_external_04,7396457171279970304,28,https://lnkd.in/dQHFHQs3,https://github.com/xRiskLab/FastWoe,200,github,reachable,GitHub - xRiskLab/fastwoe: Fast Weight of Evidence (WOE) Encoding and Inference,external_sources/raw/7396457171279970304_external_04/source.html,external_sources/raw/7396457171279970304_external_04/source_text.txt,,7ea92bf56c3d33b55952305054c0f6bc91fe4767322bc949f7a65582f6fba2d3,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7394653161082314752_external_01,7394653161082314752,29,https://www.linkedin.com/company/localstack-cloud/,https://www.linkedin.com/company/localstack-cloud/,200,linkedin_company,reachable,LocalStack | LinkedIn,external_sources/raw/7394653161082314752_external_01/source.html,external_sources/raw/7394653161082314752_external_01/source_text.txt,,7f9924649ecb4085b53ae3272de1de67c1c758d0369b3045ae97225644f30095,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7394653161082314752_external_02,7394653161082314752,29,https://www.linkedin.com/company/europython/,https://www.linkedin.com/company/europython/,200,linkedin_company,reachable,EuroPython | LinkedIn,external_sources/raw/7394653161082314752_external_02/source.html,external_sources/raw/7394653161082314752_external_02/source_text.txt,,89b9bf9d9137cb1e6b4b11934c0b0eb3f3053029ff9cc12d8c1cd7677bd8e7c4,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7394653161082314752_external_03,7394653161082314752,29,https://lnkd.in/dZv-YGxx,https://medium.com/aws-in-plain-english/develop-aws-ml-workloads-locally-with-localstack-and-sam-24bdc0de81aa,200,blog_medium,target_resolution_only_fetch_blocked,LinkedIn,external_sources/raw/7394653161082314752_external_03/source.html,external_sources/raw/7394653161082314752_external_03/source_text.txt,,1753624fab073c283460e0fa49485b879e8432f88577a012f55741d252d7e114,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",HTTPError: HTTP Error 403: Forbidden
7394653161082314752_external_04,7394653161082314752,29,https://medium.com/aws-in-plain-english/develop-aws-ml-workloads-locally-with-localstack-and-sam-24bdc0de81aa,https://medium.com/aws-in-plain-english/develop-aws-ml-workloads-locally-with-localstack-and-sam-24bdc0de81aa,,blog_medium,blocked_or_http_error,,,,,,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",HTTPError: HTTP Error 403: Forbidden
7392833273737138176_external_01,7392833273737138176,30,https://www.linkedin.com/company/claude/,https://www.linkedin.com/showcase/claude/,200,linkedin_company,reachable,Claude | LinkedIn,external_sources/raw/7392833273737138176_external_01/source.html,external_sources/raw/7392833273737138176_external_01/source_text.txt,,0a8c64a9284578c1245b27c351922c450d17c294b859c8c2b6db6a929dffb1f5,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7392833273737138176_external_02,7392833273737138176,30,https://www.linkedin.com/company/chatgpt/,https://www.linkedin.com/showcase/chatgpt/,200,linkedin_company,reachable,ChatGPT | LinkedIn,external_sources/raw/7392833273737138176_external_02/source.html,external_sources/raw/7392833273737138176_external_02/source_text.txt,,a6bb53f0aa46de9e512c1d9b1728fb47e9a28a5a6725962e5efed0da68191326,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7392833273737138176_external_03,7392833273737138176,30,https://www.linkedin.com/in/andrija-djurovic/,https://www.linkedin.com/in/andrija-djurovic,200,linkedin_profile,reachable,Andrija Djurovic - Deloitte | LinkedIn,external_sources/raw/7392833273737138176_external_03/source.html,external_sources/raw/7392833273737138176_external_03/source_text.txt,,7a4c9a44409081efb78488d75383bcb62a103bc40575c39e6d70da37f5496c63,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7392833273737138176_external_04,7392833273737138176,30,https://www.linkedin.com/in/adrianolszewski/,https://www.linkedin.com/in/adrianolszewski,200,linkedin_profile,reachable,Adrian Olszewski - 2KMM | LinkedIn,external_sources/raw/7392833273737138176_external_04/source.html,external_sources/raw/7392833273737138176_external_04/source_text.txt,,27ed0b39dd759909729f419289b6942d945f93c0f132157e5743a5bb52600873,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7391383804583645184_external_01,7391383804583645184,31,https://www.linkedin.com/in/mse16rahuls/,https://www.linkedin.com/in/mse16rahuls,200,linkedin_profile,reachable,Rahul Shaw - LatentView Analytics | LinkedIn,external_sources/raw/7391383804583645184_external_01/source.html,external_sources/raw/7391383804583645184_external_01/source_text.txt,,2893b2082c48635fbdfb3818fe9cb67c8052fdd205700b1249a4d3b47588a5e4,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7387020037041119234_external_01,7387020037041119234,33,https://lnkd.in/dYS5y8AR,https://medium.com/ai-in-plain-english/end-to-end-catboost-model-lifecycle-with-sagemaker-and-mlflow-b140a964733d,200,blog_medium,target_resolution_only_fetch_blocked,LinkedIn,external_sources/raw/7387020037041119234_external_01/source.html,external_sources/raw/7387020037041119234_external_01/source_text.txt,,c287306881bb1d0edc5f35853f6d400365fd18906657685f11101e7a5959eed1,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",HTTPError: HTTP Error 403: Forbidden
7387020037041119234_external_02,7387020037041119234,33,https://medium.com/ai-in-plain-english/end-to-end-catboost-model-lifecycle-with-sagemaker-and-mlflow-b140a964733d,https://ai.plainenglish.io/end-to-end-catboost-model-lifecycle-with-sagemaker-and-mlflow-b140a964733d?gi=88091676720f,200,external_web,reachable,End-to-End CatBoost Model Lifecycle with SageMaker and MLflow | by Denis Burakov | Artificial Intelligence in Plain English,external_sources/raw/7387020037041119234_external_02/source.html,external_sources/raw/7387020037041119234_external_02/source_text.txt,,01562ca01aa58d0e3478c23cd69c6fda69446fe9e6ad96ec1f953f85b2cff354,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7384120953489854464_external_01,7384120953489854464,34,https://www.linkedin.com/in/paul-edwards-to/,https://www.linkedin.com/in/paul-edwards-to/,,linkedin_profile,blocked_or_http_error,,,,,,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",HTTPError: HTTP Error 404: Not Found
7384120953489854464_external_02,7384120953489854464,34,https://www.linkedin.com/company/learn-python-programming/,https://www.linkedin.com/company/learn-python-programming/,200,linkedin_company,reachable,Python | LinkedIn,external_sources/raw/7384120953489854464_external_02/source.html,external_sources/raw/7384120953489854464_external_02/source_text.txt,,7aabbb12ff0d90e6a41b65162fea572579afc3064fa51194dba2847d7ba1399c,archive_identity_or_context_source,Do not use as evidence for technical claims; keep only for provenance/context.,"Stop after canonical URL, status, and non-claim role are recorded.",
7363453428431224832_external_01,7363453428431224832,35,https://lnkd.in/dYcqYrAr,https://www.linkedin.com/pulse/measuring-calibration-accuracy-modern-pd-models-denis-burakov/?trackingId=p9HGGZu2TnyJVGX9UtqUmQ%3D%3D,200,linkedin_post_or_article,reachable,Measuring Calibration Accuracy of Modern PD Models,external_sources/raw/7363453428431224832_external_01/source.html,external_sources/raw/7363453428431224832_external_01/source_text.txt,,7e77b3828527553217001b37cc0d18b3d9c245e8f6708d58595de76be704c41b,associate_or_spawn_linkedin_child,Capture/read as child post if not already in the 59-post index; LinkedIn-only unless external sources are supplied.,Stop when the linked post is either matched to an indexed activity or logged as child backlog with accessible text/assets.,
7363453428431224832_external_02,7363453428431224832,35,https://lnkd.in/dpCr2Ded,https://github.com/deburky/calibration/blob/main/calibration_visualization.py,200,github,target_resolution_only_fetch_blocked,LinkedIn,external_sources/raw/7363453428431224832_external_02/source.html,external_sources/raw/7363453428431224832_external_02/source_text.txt,,0398c75c13a760e570d8c5253580f8b2b17e4ef42211ed87441d84d09f8e6c11,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
