priority,activity_id,post_url,title,attachment_type,next_action,done_definition,safety_rule
P1,7434266280364498944,https://www.linkedin.com/feed/update/urn:li:activity:7434266280364498944/,On Credit: Scoring Foundations in the Age of AI is Live,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7431246513466609664,https://www.linkedin.com/feed/update/urn:li:activity:7431246513466609664/,"Excited to share an update on my book, releasing March 1st as a color paperback!",Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7429434643583725571,https://www.linkedin.com/feed/update/urn:li:activity:7429434643583725571/,You'll often see claims that Gini score isn't suitable for imbalanced problems.,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7426897722655277074,https://www.linkedin.com/feed/update/urn:li:activity:7426897722655277074/,Loss Given Default (LGD) is a key risk parameter that determines credit loss.,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7423998736009375745,https://www.linkedin.com/feed/update/urn:li:activity:7423998736009375745/,Whats a Gini point worth? Some thoughts on model economics,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7421824489165979649,https://www.linkedin.com/feed/update/urn:li:activity:7421824489165979649/,Credit Risk Modeling on AWS,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7421223494132314112,https://www.linkedin.com/feed/update/urn:li:activity:7421223494132314112/,Had an amazing Sunday attending Cafe Cursor in Berlin,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7419287581689008128,https://www.linkedin.com/feed/update/urn:li:activity:7419287581689008128/,Credit Risk Modeling on AWS,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7417475730277670912,https://www.linkedin.com/feed/update/urn:li:activity:7417475730277670912/,Milk or tea first?,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7416750932140552192,https://www.linkedin.com/feed/update/urn:li:activity:7416750932140552192/,"There are plenty of Python data science tools, but very few are built specifically for credit risk modeling.",LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7413851823381598208,https://www.linkedin.com/feed/update/urn:li:activity:7413851823381598208/,Credit Risk Modeling on AWS,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7410227928887783424,https://www.linkedin.com/feed/update/urn:li:activity:7410227928887783424/,The Credit Game: Machine Learning and Explainability,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7407691340332834816,https://www.linkedin.com/feed/update/urn:li:activity:7407691340332834816/,LLM and AI Notes,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7404429791552270336,https://www.linkedin.com/feed/update/urn:li:activity:7404429791552270336/,Boosted Scorecards in Python,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7401530693182427137,https://www.linkedin.com/feed/update/urn:li:activity:7401530693182427137/,Choosing the right tool for end-to-end modeling orchestration on AWS can be challenging.,none_recorded,"Open post, expand text, resolve and save/read relevant external links.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7400081067224743936,https://www.linkedin.com/feed/update/urn:li:activity:7400081067224743936/,Credit Risk Modeling on AWS,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7397906690391601154,https://www.linkedin.com/feed/update/urn:li:activity:7397906690391601154/,Deep Learning: Credit Risk and Waves of AI,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7396457171279970304,https://www.linkedin.com/feed/update/urn:li:activity:7396457171279970304/,Open-source credit scoring tools keep improving thanks to an amazing community!,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7394653161082314752,https://www.linkedin.com/feed/update/urn:li:activity:7394653161082314752/,Developing risk models on AWS can be expensive.,none_recorded,"Open post, expand text, resolve and save/read relevant external links.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7392833273737138176,https://www.linkedin.com/feed/update/urn:li:activity:7392833273737138176/,Logistic Regression: From Maximum Likelihood to Machine Learning,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7391383804583645184,https://www.linkedin.com/feed/update/urn:li:activity:7391383804583645184/,Multiclass Weight of Evidence (WOE),LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7389209473522999296,https://www.linkedin.com/feed/update/urn:li:activity:7389209473522999296/,"While explainability is widely discussed, distillation receives far less attention.",LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7387020037041119234,https://www.linkedin.com/feed/update/urn:li:activity:7387020037041119234/,Training a model in a notebook is no big deal.,none_recorded,"Open post, expand text, resolve and save/read relevant external links.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7384120953489854464,https://www.linkedin.com/feed/update/urn:li:activity:7384120953489854464/,Weight of Evidence: From Bletchley Park to Credit Scoring,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7363453428431224832,https://www.linkedin.com/feed/update/urn:li:activity:7363453428431224832/,Credit risk and fraud are naturally imbalanced problems: far fewer people default or commit fraud compared to th...,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P3,7361290473417633792,https://www.linkedin.com/feed/update/urn:li:activity:7361290473417633792/,From statistical tables in 1938 to powering modern computing Fisher and Yates created this for statistical res...,Video,"Open post, expand full text, save private screenshot/text transcript if available.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7358383766534316032,https://www.linkedin.com/feed/update/urn:li:activity:7358383766534316032/,"Fraud risk modeling in digital lending typically falls into two camps: binary classifiers on one end, and comple...",Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P3,7356587000176533504,https://www.linkedin.com/feed/update/urn:li:activity:7356587000176533504/,What if we treated pixels like words,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7353684060264632320,https://www.linkedin.com/feed/update/urn:li:activity:7353684060264632320/,Robust Logistic Regression,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7351513545626312704,https://www.linkedin.com/feed/update/urn:li:activity:7351513545626312704/,"Notes on Lending, Credit Risk, and Data Science",LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7350773655057960960,https://www.linkedin.com/feed/update/urn:li:activity:7350773655057960960/,Simulating with Markov Chain Monte Carlo,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7348984398186229761,https://www.linkedin.com/feed/update/urn:li:activity:7348984398186229761/,"When interpreting model results, people often ask: What is the recall of your model?",LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P3,7346840312377421826,https://www.linkedin.com/feed/update/urn:li:activity:7346840312377421826/,"Yesterday, I got officially certified for AWS Data Engineer - Associate exam by Amazon Web Services (AWS)",Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7302591232625541122,https://www.linkedin.com/feed/update/urn:li:activity:7302591232625541122/,Explainability and Scorecards,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7297638535648481280,https://www.linkedin.com/feed/update/urn:li:activity:7297638535648481280/,Classification Intervals with Pearsonify,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7290400805109526529,https://www.linkedin.com/feed/update/urn:li:activity:7290400805109526529/,From WOE to Logistic Regression,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7287502960530518016,https://www.linkedin.com/feed/update/urn:li:activity:7287502960530518016/,How to Make Random Forests More Compact Without Losing Accuracy?,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7282429540482568193,https://www.linkedin.com/feed/update/urn:li:activity:7282429540482568193/,Logistic regression is a battle-tested tool for tackling high-stakes problems in data science projects where int...,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7272626194091552768,https://www.linkedin.com/feed/update/urn:li:activity:7272626194091552768/,Weight of Evidence (WOE) Gradient Boosting,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P3,7259829440568836097,https://www.linkedin.com/feed/update/urn:li:activity:7259829440568836097/,Adversarial Learning with Iris,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P3,7254740864336285696,https://www.linkedin.com/feed/update/urn:li:activity:7254740864336285696/,Weight of Evidence for Image Generation,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7252204203853443072,https://www.linkedin.com/feed/update/urn:li:activity:7252204203853443072/,Linear Minds in a Nonlinear World,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7247130806010187776,https://www.linkedin.com/feed/update/urn:li:activity:7247130806010187776/,Boosting Beyond Trees,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7242057402705993728,https://www.linkedin.com/feed/update/urn:li:activity:7242057402705993728/,Binary and Multiclass Modeling,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7239520617035640833,https://www.linkedin.com/feed/update/urn:li:activity:7239520617035640833/,Another Look at Model Calibration,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7234084801039790080,https://www.linkedin.com/feed/update/urn:li:activity:7234084801039790080/,Weight of Evidence for Text Classification,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P2,7229369908193579009,https://www.linkedin.com/feed/update/urn:li:activity:7229369908193579009/,Visualizing Gradient Boosting,Image/carousel,"Open post in visible Windows Chrome session, expand text, capture every carousel image/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7226833197983006722,https://www.linkedin.com/feed/update/urn:li:activity:7226833197983006722/,Model evaluation with Somers D,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
P1,7224433718059274241,https://www.linkedin.com/feed/update/urn:li:activity:7224433718059274241/,Fisher Scoring with Python,LinkedIn document/deck,"Open post in visible Windows Chrome session, expand text, try document download, otherwise capture every page/slide and OCR.",Full post text captured; all attachments/links have extracted text or explicit blocker; analytic memo added.,"Use user-owned visible session only; no fake accounts, captcha bypass, stealth, or rate evasion."
