link_asset_id,parent_activity_id,parent_post_number,source_type,canonical_url,readable_url,local_readable_path,reading_status,readable_text_length,checksum,project_use,decision,error
7455503720936693760_external_11,7455503720936693760,1,github,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/lgd_ead_dp_somersd_and_binning.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/mrm/lgd_ead_dp_somersd_and_binning.pdf,external_sources/readable/7455503720936693760_external_11.txt,pdf_text_extracted_pdftotext,8520,6910cda88dbf1c6759f2d43a8114b2732c1373a55c21def906c19838ac7348c0,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_01,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/README.md,external_sources/readable/7443560044412968960_external_01.txt,readable_http_200,22396,36c31e71f792492c537fffa20048ecfb49d178a3adec98770566227df7060f56,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_02,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/smi_r/smi_r_manual.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/smi_r/smi_r_manual.pdf,external_sources/readable/7443560044412968960_external_02.txt,pdf_text_extracted_pdftotext,28206,24379afdaea4fd93225ae5db14c0e214bf075034527c2b35cee1649c6003b50c,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_03,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/risk_quantification/pd_moc_c_egim_para_327.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/risk_quantification/pd_moc_c_egim_para_327.pdf,external_sources/readable/7443560044412968960_external_03.txt,pdf_text_extracted_pdftotext,16922,8e150acc384ed961c2df5bfbaf265b714afaa59ee105d4f519b169fc4c63b4d1,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_04,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/lgd_ccf_dp_somersd_dxy_dyx.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/mrm/lgd_ccf_dp_somersd_dxy_dyx.pdf,external_sources/readable/7443560044412968960_external_04.txt,pdf_text_extracted_pdftotext,13067,036cc4408db9f4857b2099c437efa61066325208fad74a493d1de06df7967a5e,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_05,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/risk_quantification/pd_drs_calibration.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/risk_quantification/pd_drs_calibration.pdf,external_sources/readable/7443560044412968960_external_05.txt,pdf_text_extracted_pdftotext,13005,02fc349cf2b935104ddb9e580a718c37b0597ac74b16123e5329319c6a7fedf4,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_06,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/lgd_ead_dp_somersd_and_binning.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/mrm/lgd_ead_dp_somersd_and_binning.pdf,external_sources/readable/7443560044412968960_external_06.txt,pdf_text_extracted_pdftotext,8520,8478f4efa1a517b6c478c502c097cbe3bb7ffc9bef712b97d9b9505de7f69fdd,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_07,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/risk_quantification/model_based_pd_calibration_intercept.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/risk_quantification/model_based_pd_calibration_intercept.pdf,external_sources/readable/7443560044412968960_external_07.txt,pdf_text_extracted_pdftotext,15220,8845db63cbce81ae5f9a133066f85bc01911b7e41b0a097cad0747963ede8aa6,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_08,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/ols/ols_and_rf_encoding.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/ols/ols_and_rf_encoding.pdf,external_sources/readable/7443560044412968960_external_08.txt,pdf_text_extracted_pdftotext,12928,6e4001c39b0c17e01d82cb35ecd5d93e36368be2ca5588b92707f5b8b3da0658,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_09,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/risk_quantification/2_sided_exact_binomial_test.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/risk_quantification/2_sided_exact_binomial_test.pdf,external_sources/readable/7443560044412968960_external_09.txt,pdf_text_extracted_pdftotext,8782,3674af5e1064476ee7a5c594ca8ca1ba4a9faa06cab06b00512b237601992594,code_context,Use as implementation context only unless locally benchmarked.,
7443560044412968960_external_10,7443560044412968960,2,github,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/heterogeneity.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/mrm/heterogeneity.pdf,external_sources/readable/7443560044412968960_external_10.txt,pdf_text_extracted_pdftotext,11349,4cbfcb9306c060867bb885cd7be7f2c8b85a4723673028093946a7619524fd38,code_context,Use as implementation context only unless locally benchmarked.,
7451153797881618432_external_01,7451153797881618432,6,github,https://github.com/andrija-djurovic/adsfcr,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/README.md,external_sources/readable/7451153797881618432_external_01.txt,readable_http_200,22396,26b40bec5a768dde202ebb646527718d01f0cc30e7acf620257f77ae07e24d8d,code_context,Use as implementation context only unless locally benchmarked.,
7448618361606873088_external_01,7448618361606873088,7,github,https://github.com/andrija-djurovic/adsfcr,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/README.md,external_sources/readable/7448618361606873088_external_01.txt,readable_http_200,22396,f8c327328b3fcc6735985d2c2f80ba5a70e55215ee3862c5064eb11942b9a1bf,code_context,Use as implementation context only unless locally benchmarked.,
6965364290866282496_external_02,6965364290866282496,12,github,https://github.com/andrija-djurovic/monobinpy,https://raw.githubusercontent.com/andrija-djurovic/monobinpy/main/README.md,external_sources/readable/6965364290866282496_external_02.txt,readable_http_200,1190,a70c046bd1d12d4edb19e7f25f37368e22a154064162dd5d1be5adf4712240f4,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_01,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/pca.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/pca.pdf,external_sources/readable/7392821942728273920_external_01.txt,pdf_text_extracted_pdftotext,6797,9d1b2ae876f3a03938e6fac803f605de81599a348aa632cbb3a71910c727e374,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_02,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_smi.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/fli_smi.pdf,external_sources/readable/7392821942728273920_external_02.txt,pdf_text_extracted_pdftotext,17264,ddf7a132a062d4f6c1137fcda7d444e9a30593606228a08d1f2f0f38dc575d0f,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_03,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/adf_power.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/adf_power.pdf,external_sources/readable/7392821942728273920_external_03.txt,pdf_text_extracted_pdftotext,7623,53440ee7e21e7e2072d19f9f18c50065b2c1d157388c7b6e6ea935b9c75da179,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_04,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/ols_predictor_importance.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/ols_predictor_importance.pdf,external_sources/readable/7392821942728273920_external_04.txt,pdf_text_extracted_pdftotext,9049,83d9e51b027215c7de9b843e64d73a7eb8e17b969a1ff4881675612fec1d2982,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_05,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_ols.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/fli_ols.pdf,external_sources/readable/7392821942728273920_external_05.txt,pdf_text_extracted_pdftotext,6738,c35f3fc736f0d460ce4191fc72f00e369764dc1f641aa66857715a58e5b379c8,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_06,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_dynamic_regression_models.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/fli_dynamic_regression_models.pdf,external_sources/readable/7392821942728273920_external_06.txt,pdf_text_extracted_pdftotext,7156,095065487618d12f3b9c1567c80bd6fac063e6637366ce50a2560c422cdf3452,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_07,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_recursive_reg.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/fli_recursive_reg.pdf,external_sources/readable/7392821942728273920_external_07.txt,pdf_text_extracted_pdftotext,9842,12535be665b7c6c4d7e9410a96801b060d0c9e80114df82dc1996e0572d9e93e,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_08,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/vasicek_distribution/tr_and_z_factor.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/vasicek_distribution/tr_and_z_factor.pdf,external_sources/readable/7392821942728273920_external_08.txt,pdf_text_extracted_pdftotext,8901,a9341c731fb627c42e0787b52c498d6aaf11536a40d35e02ba78db0b8d4b0fa2,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_09,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/lgd/lgd_as_a_function_of_dr.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/lgd/lgd_as_a_function_of_dr.pdf,external_sources/readable/7392821942728273920_external_09.txt,pdf_text_extracted_pdftotext,5771,cdfc1306297dd80eff5be302b8c93b61688953bbb3037fc0da895b3d4a120d4d,code_context,Use as implementation context only unless locally benchmarked.,
7392821942728273920_external_10,7392821942728273920,13,github,https://github.com/andrija-djurovic/adsfcr/blob/main/lgd/vasicek_lgd.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/lgd/vasicek_lgd.pdf,external_sources/readable/7392821942728273920_external_10.txt,pdf_text_extracted_pdftotext,6439,81e1c20ed4121fe9b84a0c10be20b2bda6f76b61819db54a5e98a4470dc44e9a,code_context,Use as implementation context only unless locally benchmarked.,
7330472362141761538_external_01,7330472362141761538,15,github,https://github.com/andrija-djurovic/adsfcr,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/README.md,external_sources/readable/7330472362141761538_external_01.txt,readable_http_200,22396,a401edf29f9672f19400a09ac081d61760eaa693835bd40326f32d6e9a165ff9,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_01,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/README.md,external_sources/readable/7420725800745754625_external_01.txt,readable_http_200,22396,15c85298e791238c49458e75adc44f89efe988df8dab97f07f30bd2e068604fe,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_02,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_dynamic_regression_models.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/fli_dynamic_regression_models.pdf,external_sources/readable/7420725800745754625_external_02.txt,pdf_text_extracted_pdftotext,7156,f98d7276378abb9fb5e7358adeef3c70ae2773a5d642e3e2045799acf675600c,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_03,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/bgrd/constrained_threshold_lr.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/bgrd/constrained_threshold_lr.pdf,external_sources/readable/7420725800745754625_external_03.txt,pdf_text_extracted_pdftotext,9023,e299a4ff00d69a28ecdc76b796d38d71e8e75719617a302c6ce7c73b3477cf20,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_04,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/heterogeneity_and_p_value.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/mrm/heterogeneity_and_p_value.pdf,external_sources/readable/7420725800745754625_external_04.txt,pdf_text_extracted_pdftotext,8183,31b67860c9d90ff549682985eff653c77a5fbad49568b87d33bba570ee4c9298,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_05,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/woe_level_importance.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/woe_level_importance.pdf,external_sources/readable/7420725800745754625_external_05.txt,pdf_text_extracted_pdftotext,12520,806719dc9a9a758e9e21eb3a8c797de960b7e59c40d2724d885492a28c7f67f2,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_06,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/lgd/lgd_survival.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/lgd/lgd_survival.pdf,external_sources/readable/7420725800745754625_external_06.txt,pdf_text_extracted_pdftotext,14860,d454871dcdbf7a5d5493cfbd1f7790a09ac6bf29749a6f3f244e2d57858ff0b8,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_07,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_recursive_reg.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/fli_recursive_reg.pdf,external_sources/readable/7420725800745754625_external_07.txt,pdf_text_extracted_pdftotext,9842,4a2c7e00c3c42a28d9f2b58d9c21bc266829aa48d204dea51635f3ed0f33b0bc,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_08,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/woe_reg_intercept.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/model_dev_and_vld/woe_reg_intercept.pdf,external_sources/readable/7420725800745754625_external_08.txt,pdf_text_extracted_pdftotext,8173,3c4864ff9dc667b068acb325f41f801e87020dfa227ce6fc7029202890a5a944,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_09,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/heterogeneity_and_monotonicity.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/mrm/heterogeneity_and_monotonicity.pdf,external_sources/readable/7420725800745754625_external_09.txt,pdf_text_extracted_pdftotext,9470,d7d7acfc54f2c74f89dcbbfb558407a5a0d3837e9bd7fa5d22791f3bb43873f4,code_context,Use as implementation context only unless locally benchmarked.,
7420725800745754625_external_10,7420725800745754625,17,github,https://github.com/andrija-djurovic/adsfcr/blob/main/lgd/PoC_calibration.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/lgd/PoC_calibration.pdf,external_sources/readable/7420725800745754625_external_10.txt,pdf_text_extracted_pdftotext,13256,fcd2aa684a7449afc97f738ce7521cc6ecc3eb80d080189fadd4e3fa5940cf3f,code_context,Use as implementation context only unless locally benchmarked.,
6886388764965392384_external_01,6886388764965392384,18,github,https://github.com/andrija-djurovic/PDtoolkit,https://raw.githubusercontent.com/andrija-djurovic/PDtoolkit/main/README.md,external_sources/readable/6886388764965392384_external_01.txt,readable_http_200,66835,72cf8bc1837f600f7354b4a1b679d573a9e90ed97dc703a3c65d72579c8fbf8d,code_context,Use as implementation context only unless locally benchmarked.,
7163079427961090049_external_01,7163079427961090049,19,github,https://github.com/andrija-djurovic/adsfcr,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/README.md,external_sources/readable/7163079427961090049_external_01.txt,readable_http_200,22396,16a2634f06b0d2e4b0e0fa40c3bdb991bf8e8e4ff28f77e528d5e8e8533de95c,code_context,Use as implementation context only unless locally benchmarked.,
7342064984069173248_external_02,7342064984069173248,20,github,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm%2Fms_mrm.pdf,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/mrm%2Fms_mrm.pdf,external_sources/readable/7342064984069173248_external_02.txt,pdf_text_extracted_pdftotext,22573,06c261ffade312cde6382eed07c96e21dc1efbac3ad32894b053835143565e9a,code_context,Use as implementation context only unless locally benchmarked.,
7342064984069173248_external_03,7342064984069173248,20,pdf,https://www.crc.business-school.ed.ac.uk/sites/crc/files/2024-06/model-shift-prospectus_0.pdf,https://www.crc.business-school.ed.ac.uk/sites/crc/files/2024-06/model-shift-prospectus_0.pdf,external_sources/readable/7342064984069173248_external_03.txt,pdf_text_extracted_pdftotext,26011,6c2ad848d67ecdea3cfe0f2cf69ea413d616772db71eaa66da298e9b7434b726,context,Use after manual source-status review.,
7296422990588579840_external_01,7296422990588579840,21,github,https://github.com/andrija-djurovic/adsfcr,https://raw.githubusercontent.com/andrija-djurovic/adsfcr/main/README.md,external_sources/readable/7296422990588579840_external_01.txt,readable_http_200,22396,d6626ad755d02b57e39c6b3f8d9867c96c4645da3c9eaaa18733ace33c1accb4,code_context,Use as implementation context only unless locally benchmarked.,
